Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
TMPO,ESYT1,P42166,Q9BSJ8,0.6062819361686701,0.431197941303253,0.7278803586959831,0.7248176336288451
LBR,ESYT1,Q14739,Q9BSJ8,0.6062819361686701,0.431197941303253,0.418950408697128,0.33437868952751104
PGRMC2,ESYT1,O15173,Q9BSJ8,0.6062819361686701,0.431197941303253,0.814205944538116,0.709719538688659
ESYT2,ESYT1,A0FGR8,Q9BSJ8,0.6062819361686701,0.431197941303253,0.42114847898483204,0.7099205255508421
CKAP4,ESYT1,Q07065,Q9BSJ8,0.6062819361686701,0.431197941303253,0.9462422132492061,0.8865084648132321
STIM1,ESYT1,Q13586,Q9BSJ8,0.6062819361686701,0.431197941303253,0.837684452533721,0.6984013915061951
EMD,ESYT1,P50402,Q9BSJ8,0.6062819361686701,0.431197941303253,0.620254874229431,0.8601573109626771
TACC1,ESYT1,O75410,Q9BSJ8,0.6062819361686701,0.431197941303253,0.852357685565948,0.766830682754516
EMC1,ESYT1,Q8N766,Q9BSJ8,0.6062819361686701,0.431197941303253,0.050630789250135005,0.158397793769836
LMAN1,ESYT1,P49257,Q9BSJ8,0.6062819361686701,0.431197941303253,0.12342743575572901,0.39322596788406305
RTN4,ESYT1,Q9NQC3,Q9BSJ8,0.6062819361686701,0.431197941303253,0.601467251777648,0.507771134376525
ALDH3A2,ESYT1,P51648,Q9BSJ8,0.6062819361686701,0.431197941303253,0.054093427956104,0.06557263433933201
ANKLE2,ESYT1,Q86XL3,Q9BSJ8,0.6062819361686701,0.431197941303253,0.759124457836151,0.899663090705871
SRPRA,ESYT1,P08240,Q9BSJ8,0.6062819361686701,0.431197941303253,0.514172971248626,0.5844155550003051
TOR1AIP1,ESYT1,Q5JTV8,Q9BSJ8,0.6062819361686701,0.431197941303253,0.8370233774185181,0.924859046936035
CLCC1,ESYT1,Q96S66,Q9BSJ8,0.6062819361686701,0.431197941303253,0.543007373809814,0.814840912818908
NDC1,ESYT1,Q9BTX1,Q9BSJ8,0.6062819361686701,0.431197941303253,0.295504331588745,0.262205779552459
ACSL3,ESYT1,O95573,Q9BSJ8,0.6062819361686701,0.431197941303253,0.05993826314806901,0.2918022274971
YKT6,ESYT1,O15498,Q9BSJ8,0.6062819361686701,0.431197941303253,0.08679728209972301,0.21503761410713101
LEMD3,ESYT1,Q9Y2U8,Q9BSJ8,0.6062819361686701,0.431197941303253,0.8668947219848631,0.708945095539093
CCDC47,ESYT1,Q96A33,Q9BSJ8,0.6062819361686701,0.431197941303253,0.052098143845796,0.21329167485237102
CDKAL1,ESYT1,Q5VV42,Q9BSJ8,0.6062819361686701,0.431197941303253,0.07540902495384201,0.346583694219589
OSBPL8,ESYT1,Q9BZF1,Q9BSJ8,0.6062819361686701,0.431197941303253,0.8759111166000361,0.729255437850952
JPH1,ESYT1,Q9HDC5,Q9BSJ8,0.6062819361686701,0.431197941303253,0.9130024909973141,0.6776907444000241
SNAP29,ESYT1,O95721,Q9BSJ8,0.6062819361686701,0.431197941303253,0.7712163925170891,0.922437787055969
PTPN1,ESYT1,P18031,Q9BSJ8,0.6062819361686701,0.431197941303253,0.6258218884468071,0.8992473483085631
PDZD8,ESYT1,Q8NEN9,Q9BSJ8,0.6062819361686701,0.431197941303253,0.08954462409019401,0.576348662376403
VAPB,ESYT1,O95292,Q9BSJ8,0.6062819361686701,0.431197941303253,0.580545842647552,0.9506982564926141
AAAS,ESYT1,Q9NRG9,Q9BSJ8,0.6062819361686701,0.431197941303253,0.144291877746582,0.19227409362792902
VAPA,ESYT1,Q9P0L0,Q9BSJ8,0.6062819361686701,0.431197941303253,0.50729352235794,0.8786071538925171
VRK2,ESYT1,Q86Y07,Q9BSJ8,0.6062819361686701,0.431197941303253,0.054351262748241,0.39653778076171803
LSG1,ESYT1,Q9H089,Q9BSJ8,0.6062819361686701,0.431197941303253,0.245114833116531,0.864392757415771
TEX2,ESYT1,Q8IWB9,Q9BSJ8,0.6062819361686701,0.431197941303253,0.8181554079055781,0.7375581860542291
ATP6AP2,ESYT1,O75787,Q9BSJ8,0.6062819361686701,0.431197941303253,0.084394484758377,0.047850068658590005
ATP6AP1,ESYT1,Q15904,Q9BSJ8,0.6062819361686701,0.431197941303253,0.05351551622152301,0.030472194775938002
RAB3GAP2,ESYT1,Q9H2M9,Q9BSJ8,0.6062819361686701,0.431197941303253,0.073174230754375,0.12284781038761101
EMC7,ESYT1,Q9NPA0,Q9BSJ8,0.6062819361686701,0.431197941303253,0.23637187480926503,0.10812696069478901
DDRGK1,ESYT1,Q96HY6,Q9BSJ8,0.6062819361686701,0.431197941303253,0.5970907211303711,0.80882728099823
HSP90B1,ESYT1,P14625,Q9BSJ8,0.6062819361686701,0.431197941303253,0.84064757823944,0.8777219653129571
MIA3,ESYT1,Q5JRA6,Q9BSJ8,0.6062819361686701,0.431197941303253,0.621209442615509,0.7640144228935241
EMC3,ESYT1,Q9P0I2,Q9BSJ8,0.6062819361686701,0.431197941303253,0.05691560357809,0.05525676161050701
SMPD4,ESYT1,Q9NXE4,Q9BSJ8,0.6062819361686701,0.431197941303253,0.053155649453401004,0.038148839026689
RPN1,ESYT1,P04843,Q9BSJ8,0.6062819361686701,0.431197941303253,0.25094354152679405,0.318942010402679
