Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
Nup188,Q5SRE5,P62191,32211895,PSMC1,0.10107495635747901,0.130368709564208,0.45264321565628,0.832610428333282,0.4680308699607849
Nup188,Q5SRE5,Q8TDD1,32211895,DDX54,0.10107495635747901,0.130368709564208,0.796063542366027,0.860306739807128,0.7021527886390686
Nup188,Q5SRE5,Q53GS7,32211895,GLE1,0.10107495635747901,0.130368709564208,0.05024389177560801,0.25106167793273904,0.7601562738418579
Nup188,Q5SRE5,P32969,32211895,RPL9P9,0.10107495635747901,0.130368709564208,0.542758226394653,0.49092394113540605,0.6597504615783691
Nup188,Q5SRE5,P15822,32211895,HIVEP1,0.10107495635747901,0.130368709564208,0.826698005199432,0.755466997623443,0.676503598690033
Nup188,Q5SRE5,Q9UQ80,32211895,PA2G4,0.10107495635747901,0.130368709564208,0.6883138418197631,0.768893063068389,0.6519539952278137
Nup188,Q5SRE5,P11182,32211895,DBT,0.10107495635747901,0.130368709564208,0.051338531076908,0.122151397168636,0.4535379409790039
Nup188,Q5SRE5,P05204,32211895,HMGN2,0.10107495635747901,0.130368709564208,0.07104779779911001,0.516367197036743,0.559490978717804
Nup188,Q5SRE5,P48047,32211895,ATP5PO,0.10107495635747901,0.130368709564208,0.256704330444335,0.609552443027496,0.39869123697280884
Nup188,Q5SRE5,Q5XKE5,32211895,KRT79,0.10107495635747901,0.130368709564208,0.868052005767822,0.7391027212142941,0.1693921983242035
Nup188,Q5SRE5,Q75V66,32211895,ANO5,0.10107495635747901,0.130368709564208,0.050452649593353,0.041817177087068,0.6356821656227112
Nup188,Q5SRE5,P17096,32211895,HMGA1,0.10107495635747901,0.130368709564208,0.636421561241149,0.70415586233139,0.6061216592788696
Nup188,Q5SRE5,P84103,32211895,SRSF3,0.10107495635747901,0.130368709564208,0.746759414672851,0.8723376393318171,0.5935137867927551
Nup188,Q5SRE5,Q07955,32211895,SRSF1,0.10107495635747901,0.130368709564208,0.887233912944793,0.9587386846542351,0.49760740995407104
Nup188,Q5SRE5,P42704,32211895,LRPPRC,0.10107495635747901,0.130368709564208,0.273231595754623,0.263251096010208,0.6351419687271118
Nup188,Q5SRE5,Q99798,32211895,ACO2,0.10107495635747901,0.130368709564208,0.17809304594993502,0.692571103572845,0.4362483024597168
Nup188,Q5SRE5,P49736,32211895,MCM2,0.10107495635747901,0.130368709564208,0.832829594612121,0.8731201887130731,0.4606437683105469
Nup188,Q5SRE5,Q9NX24,32211895,NHP2,0.10107495635747901,0.130368709564208,0.059700142592191,0.641426384449005,0.5511568188667297
Nup188,Q5SRE5,O60318,32211895,MCM3AP,0.10107495635747901,0.130368709564208,0.180064722895622,0.26042070984840304,0.605846643447876
Nup188,Q5SRE5,O94986,32211895,CEP152,0.10107495635747901,0.130368709564208,0.17812380194664001,0.54424500465393,0.7048994302749634
Nup188,Q5SRE5,Q9UMS4,32211895,PRPF19,0.10107495635747901,0.130368709564208,0.12300635874271301,0.25179237127304,0.7099506258964539
Nup188,Q5SRE5,P49368,32211895,CCT3,0.10107495635747901,0.130368709564208,0.55451500415802,0.295064538717269,0.5009463429450989
Nup188,Q5SRE5,P78406,32211895,RAE1,0.10107495635747901,0.130368709564208,0.050004940479993,0.10993553698062801,0.733940064907074
Nup188,Q5SRE5,P53621,32211895,COPA,0.10107495635747901,0.130368709564208,0.410297244787216,0.549479365348815,0.7178049683570862
Nup188,Q5SRE5,O43396,32211895,TXNL1,0.10107495635747901,0.130368709564208,0.280564069747924,0.82830411195755,0.7095646262168884
Nup188,Q5SRE5,O75694,32211895,NUP155,0.10107495635747901,0.130368709564208,0.155495926737785,0.315700143575668,0.6497334241867065
Nup188,Q5SRE5,P13010,32211895,XRCC5,0.10107495635747901,0.130368709564208,0.6526910662651061,0.768329083919525,0.37833938002586365
Nup188,Q5SRE5,Q86U42,32211895,PABPN1,0.10107495635747901,0.130368709564208,0.8594149351119991,0.8333586454391481,0.721403956413269
Nup188,Q5SRE5,Q5JSZ5,32211895,PRRC2B,0.10107495635747901,0.130368709564208,0.9129469990730281,0.7642971277236931,0.7282923460006714
Nup188,Q5SRE5,Q9UBX3,32211895,SLC25A10,0.10107495635747901,0.130368709564208,0.06817191094160001,0.029499296098947,0.474738746881485
Nup188,Q5SRE5,P14625,32211895,HSP90B1,0.10107495635747901,0.130368709564208,0.84064757823944,0.8777219653129571,0.4827301502227783
Nup188,Q5SRE5,P05023,32211895,ATP1A1,0.10107495635747901,0.130368709564208,0.252538591623306,0.304997831583023,0.5699974298477173
Nup188,Q5SRE5,Q14240,32211895,EIF4A2,0.10107495635747901,0.130368709564208,0.17476806044578502,0.39000695943832403,0.44016438722610474
Nup188,Q5SRE5,Q8WUH6,32211895,TMEM263,0.10107495635747901,0.130368709564208,0.48125094175338706,0.16744327545166002,0.5773876905441284
Nup188,Q5SRE5,Q7Z3B4,32211895,NUP54,0.10107495635747901,0.130368709564208,0.700649261474609,0.7247763872146601,0.5406104922294617
Nup188,Q5SRE5,P37198,32211895,NUP62,0.10107495635747901,0.130368709564208,0.676063656806945,0.23068931698799103,0.7537485957145691
Nup188,Q5SRE5,Q96HA1,32211895,POM121,0.10107495635747901,0.130368709564208,0.8348199725151061,0.817598521709442,0.7442620992660522
Nup188,Q5SRE5,Q9Y4Z0,32211895,LSM4,0.10107495635747901,0.130368709564208,0.09307809919118801,0.261316120624542,0.5459820032119751
Nup188,Q5SRE5,Q96JH7,32211895,VCPIP1,0.10107495635747901,0.130368709564208,0.42927742004394503,0.625678539276123,0.6275611519813538
Nup188,Q5SRE5,P08729,32211895,KRT7,0.10107495635747901,0.130368709564208,0.840267300605773,0.925000965595245,0.36933523416519165
Nup188,Q5SRE5,O43709,32211895,BUD23,0.10107495635747901,0.130368709564208,0.0678426399827,0.43447098135948103,0.282113641500473
Nup188,Q5SRE5,Q9Y295,32211895,DRG1,0.10107495635747901,0.130368709564208,0.0697573274374,0.44647645950317305,0.5835319757461548
Nup188,Q5SRE5,Q9H7B2,32211895,RPF2,0.10107495635747901,0.130368709564208,0.7108159065246581,0.8506412506103511,0.6516673564910889
Nup188,Q5SRE5,P02533,32211895,KRT14,0.10107495635747901,0.130368709564208,0.912277996540069,0.9481946229934691,0.4640046954154968
Nup188,Q5SRE5,P57088,32211895,TMEM33,0.10107495635747901,0.130368709564208,0.08525164425373001,0.07089134305715501,0.6612975597381592
Nup188,Q5SRE5,P00505,32211895,GOT2,0.10107495635747901,0.130368709564208,0.457525789737701,0.32243826985359103,0.29993966221809387
Nup188,Q5SRE5,P09651,32211895,HNRNPA1,0.10107495635747901,0.130368709564208,0.949794888496398,0.9450014829635621,0.6939298510551453
Nup188,Q5SRE5,Q96PK6,32211895,RBM14,0.10107495635747901,0.130368709564208,0.9473821520805351,0.9434564709663391,0.6765391230583191
Nup188,Q5SRE5,Q8TDM6,32211895,DLG5,0.10107495635747901,0.130368709564208,0.756116449832916,0.714307785034179,0.715449333190918
Nup188,Q5SRE5,Q9H0C2,32211895,SLC25A31,0.10107495635747901,0.130368709564208,0.14643381536006903,0.271543353796005,0.37444716691970825
Nup188,Q5SRE5,Q15154,32211895,PCM1,0.10107495635747901,0.130368709564208,0.9136637449264521,0.9543150663375851,0.6194979548454285
Nup188,Q5SRE5,P27695,32211895,APEX1,0.10107495635747901,0.130368709564208,0.671164393424987,0.82747733592987,0.689264178276062
Nup188,Q5SRE5,O75494,32211895,SRSF10,0.10107495635747901,0.130368709564208,0.9125462770462031,0.9381858110427851,0.45931753516197205
Nup188,Q5SRE5,P55072,32211895,VCP,0.10107495635747901,0.130368709564208,0.809028446674346,0.962984383106231,0.6200467944145203
