Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
CNOT7,Q9UIV1,Q86WP2,29395067,GPBP1,0.049496985971927004,0.074488848447799,0.9238476753234861,0.8661590814590451,0.29828399419784546
CNOT7,Q9UIV1,Q8NDV7,29395067,TNRC6A,0.049496985971927004,0.074488848447799,0.94635409116745,0.9126369357109071,0.5655361413955688
CNOT7,Q9UIV1,Q86UW6,29395067,N4BP2,0.049496985971927004,0.074488848447799,0.20905244350433302,0.684999763965606,0.5518060326576233
CNOT7,Q9UIV1,O75179,29395067,ANKRD17,0.049496985971927004,0.074488848447799,0.8482596278190611,0.7491549253463741,0.7348840832710266
CNOT7,Q9UIV1,Q9NRA8,29395067,EIF4ENIF1,0.049496985971927004,0.074488848447799,0.918528199195861,0.8912989497184751,0.47686901688575745
CNOT7,Q9UIV1,O95628,29395067,CNOT4,0.049496985971927004,0.074488848447799,0.81230479478836,0.8261866569519041,0.2812552750110626
CNOT7,Q9UIV1,Q9HBD1,29395067,RC3H2,0.049496985971927004,0.074488848447799,0.380768567323684,0.385693252086639,0.5875495672225952
CNOT7,Q9UIV1,Q9HC44,29395067,GPBP1L1,0.049496985971927004,0.074488848447799,0.8472579121589661,0.7460471391677851,0.497850239276886
CNOT7,Q9UIV1,Q15750,29395067,TAB1,0.049496985971927004,0.074488848447799,0.7070764303207391,0.8197949528694151,0.5919826030731201
CNOT7,Q9UIV1,Q9Y5A9,29395067,YTHDF2,0.049496985971927004,0.074488848447799,0.9421745538711541,0.9018615484237671,0.5637761950492859
CNOT7,Q9UIV1,Q8IWZ3,29395067,ANKHD1,0.049496985971927004,0.074488848447799,0.6686410307884211,0.484839290380477,0.4768068194389343
CNOT7,Q9UIV1,Q8TCU4,29395067,ALMS1,0.049496985971927004,0.074488848447799,0.261659920215606,0.5576434135437011,0.7297982573509216
CNOT7,Q9UIV1,Q9H7E2,29395067,TDRD3,0.049496985971927004,0.074488848447799,0.8975397944450371,0.883250415325164,0.5005165338516235
CNOT7,Q9UIV1,Q92997,29395067,DVL3,0.049496985971927004,0.074488848447799,0.9025851488113401,0.9289005994796751,0.4914458394050598
CNOT7,Q9UIV1,Q9BXC9,29395067,BBS2,0.049496985971927004,0.074488848447799,0.046080727130174005,0.097356528043746,0.651767373085022
CNOT7,Q9UIV1,Q9UPQ9,29395067,TNRC6B,0.049496985971927004,0.074488848447799,0.9158128499984741,0.9256454706192011,0.5676032304763794
CNOT7,Q9UIV1,Q96K76,29395067,USP47,0.049496985971927004,0.074488848447799,0.79538482427597,0.881987929344177,0.5156173706054688
CNOT7,Q9UIV1,Q5JSZ5,29395067,PRRC2B,0.049496985971927004,0.074488848447799,0.9129469990730281,0.7642971277236931,0.5582531690597534
CNOT7,Q9UIV1,Q17RY0,29395067,CPEB4,0.049496985971927004,0.074488848447799,0.7140009999275201,0.7536411285400391,0.4639340341091156
CNOT7,Q9UIV1,P06730,29395067,EIF4E,0.049496985971927004,0.074488848447799,0.6839362382888791,0.718624532222747,0.4587480127811432
CNOT7,Q9UIV1,Q8IWI9,29395067,MGA,0.049496985971927004,0.074488848447799,0.89863908290863,0.6139672994613641,0.5089039206504822
CNOT7,Q9UIV1,Q8IWR0,29395067,ZC3H7A,0.049496985971927004,0.074488848447799,0.065534330904483,0.528411209583282,0.4046286940574646
CNOT7,Q9UIV1,Q86TB9,29395067,PATL1,0.049496985971927004,0.074488848447799,0.6750744581222531,0.5648705363273621,0.7125867605209351
CNOT7,Q9UIV1,Q14244,29395067,MAP7,0.049496985971927004,0.074488848447799,0.760242164134979,0.787647426128387,0.5072528719902039
CNOT7,Q9UIV1,O95985,29395067,TOP3B,0.049496985971927004,0.074488848447799,0.05074363946914601,0.062615826725959,0.4495047926902771
CNOT7,Q9UIV1,Q9UPR3,29395067,SMG5,0.049496985971927004,0.074488848447799,0.056534428149461004,0.08168867975473401,0.3511056900024414
CNOT7,Q9UIV1,P62324,29395067,BTG1,0.049496985971927004,0.074488848447799,0.09103362262248901,0.5014792680740351,0.3785932660102844
CNOT7,Q9UIV1,Q9UKV8,29395067,AGO2,0.049496985971927004,0.074488848447799,0.125312715768814,0.8902974128723141,0.3625207543373108
CNOT7,Q9UIV1,Q6P2H3,29395067,CEP85,0.049496985971927004,0.074488848447799,0.686874747276306,0.628072619438171,0.49711623787879944
CNOT7,Q9UIV1,Q14145,29395067,KEAP1,0.049496985971927004,0.074488848447799,0.065768018364906,0.8614015579223631,0.4412006437778473
CNOT7,Q9UIV1,Q9UBW7,29395067,ZMYM2,0.049496985971927004,0.074488848447799,0.692886531352996,0.711531102657318,0.5271425247192383
CNOT7,Q9UIV1,Q9H9G7,29395067,AGO3,0.049496985971927004,0.074488848447799,0.07245331257581701,0.351395457983016,0.36890408396720886
CNOT7,Q9UIV1,Q9H425,29395067,C1orf198,0.049496985971927004,0.074488848447799,0.745488584041595,0.8071178197860711,0.5261171460151672
CNOT7,Q9UIV1,Q7Z739,29395067,YTHDF3,0.049496985971927004,0.074488848447799,0.9342164993286131,0.743057370185852,0.5355313420295715
CNOT7,Q9UIV1,P78312,29395067,FAM193A,0.049496985971927004,0.074488848447799,0.262545526027679,0.46085977554321206,0.49277234077453613
CNOT7,Q9UIV1,Q9HCJ0,29395067,TNRC6C,0.049496985971927004,0.074488848447799,0.9321408271789551,0.615372955799102,0.48959842324256897
CNOT7,Q9UIV1,Q5TC82,29395067,RC3H1,0.049496985971927004,0.074488848447799,0.473352253437042,0.488165706396102,0.44624990224838257
CNOT7,Q9UIV1,Q9Y5Z7,29395067,HCFC2,0.049496985971927004,0.074488848447799,0.059243075549602,0.19042234122753102,0.33652153611183167
CNOT7,Q9UIV1,P42694,29395067,HELZ,0.049496985971927004,0.074488848447799,0.8446741104125971,0.836807429790496,0.5084996223449707
CNOT7,Q9UIV1,Q14671,29395067,PUM1,0.049496985971927004,0.074488848447799,0.9372653961181641,0.9234544038772581,0.4586060047149658
CNOT7,Q9UIV1,Q92540,29395067,SMG7,0.049496985971927004,0.074488848447799,0.7485496997833251,0.6801263689994811,0.6057926416397095
