Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
TBK1,Q9UHD2,P55081,37506885,MFAP1,0.25752851366996704,0.688123047351837,0.800705790519714,0.822628378868103,0.38170042634010315
TBK1,Q9UHD2,P0C7P4,37506885,UQCRFS1P1,0.25752851366996704,0.688123047351837,0.052127540111541006,0.07401047646999301,0.22730417549610138
TBK1,Q9UHD2,P56182,37506885,RRP1,0.25752851366996704,0.688123047351837,0.421416819095611,0.7509662508964531,0.4421091675758362
TBK1,Q9UHD2,Q96A35,37506885,MRPL24,0.25752851366996704,0.688123047351837,0.40061554312705905,0.657899975776672,0.3770654797554016
TBK1,Q9UHD2,Q8N5K1,37506885,CISD2,0.25752851366996704,0.688123047351837,0.054349131882190004,0.15786270797252602,0.3234894871711731
TBK1,Q9UHD2,P11387,37506885,TOP1,0.25752851366996704,0.688123047351837,0.7018611431121821,0.8555550575256341,0.49341267347335815
TBK1,Q9UHD2,Q7Z6E9,37506885,RBBP6,0.25752851366996704,0.688123047351837,0.9128370285034181,0.9011510014533991,0.4416080415248871
TBK1,Q9UHD2,Q9UGP8,37506885,SEC63,0.25752851366996704,0.688123047351837,0.32869580388069103,0.6818805932998651,0.5409432053565979
TBK1,Q9UHD2,O43488,37506885,AKR7A2,0.25752851366996704,0.688123047351837,0.06719873845577201,0.068754598498344,0.28408294916152954
TBK1,Q9UHD2,Q9H307,37506885,PNN,0.25752851366996704,0.688123047351837,0.9158943295478821,0.948989987373352,0.442531019449234
TBK1,Q9UHD2,Q9NUQ3,37506885,TXLNG,0.25752851366996704,0.688123047351837,0.621590018272399,0.8538137674331661,0.5035337209701538
TBK1,Q9UHD2,Q13501,37506885,SQSTM1,0.25752851366996704,0.688123047351837,0.7442160844802851,0.9381130337715141,0.5023113489151001
TBK1,Q9UHD2,Q9HCD5,37506885,NCOA5,0.25752851366996704,0.688123047351837,0.933055102825164,0.9504990577697751,0.4445711076259613
TBK1,Q9UHD2,P05089,37506885,ARG1,0.25752851366996704,0.688123047351837,0.48446989059448203,0.331378638744354,0.399231880903244
TBK1,Q9UHD2,P04844,37506885,RPN2,0.25752851366996704,0.688123047351837,0.08972252160310701,0.065959602594375,0.517126202583313
TBK1,Q9UHD2,P11234,37506885,RALB,0.25752851366996704,0.688123047351837,0.761385381221771,0.617660760879516,0.2878318130970001
TBK1,Q9UHD2,Q9Y3D6,37506885,FIS1,0.25752851366996704,0.688123047351837,0.34309291839599604,0.48084044456481906,0.36175569891929626
TBK1,Q9UHD2,Q9BUQ8,37506885,DDX23,0.25752851366996704,0.688123047351837,0.7879667878150941,0.8658872842788691,0.4508940279483795
TBK1,Q9UHD2,O95232,37506885,LUC7L3,0.25752851366996704,0.688123047351837,0.8728672862052911,0.9055035710334771,0.40481242537498474
TBK1,Q9UHD2,P35606,37506885,COPB2,0.25752851366996704,0.688123047351837,0.22136802971363,0.25399762392044,0.4676355719566345
TBK1,Q9UHD2,O75937,37506885,DNAJC8,0.25752851366996704,0.688123047351837,0.5955567955970761,0.739922881126403,0.5374974012374878
TBK1,Q9UHD2,O43633,37506885,CHMP2A,0.25752851366996704,0.688123047351837,0.527321577072143,0.680327057838439,0.5198004245758057
TBK1,Q9UHD2,Q8N0X7,37506885,SPART,0.25752851366996704,0.688123047351837,0.10060437023639601,0.40608325600624,0.5831465721130371
TBK1,Q9UHD2,Q9Y2J2,37506885,EPB41L3,0.25752851366996704,0.688123047351837,0.8376559019088741,0.8468633890151971,0.5675442814826965
TBK1,Q9UHD2,O15143,37506885,ARPC1B,0.25752851366996704,0.688123047351837,0.41251197457313504,0.20031683146953502,0.4154284596443176
TBK1,Q9UHD2,Q9UBB9,37506885,TFIP11,0.25752851366996704,0.688123047351837,0.6401961445808411,0.79925513267517,0.4731588363647461
TBK1,Q9UHD2,P19784,37506885,CSNK2A2,0.25752851366996704,0.688123047351837,0.298951238393783,0.607534527778625,0.48781242966651917
TBK1,Q9UHD2,Q92979,37506885,EMG1,0.25752851366996704,0.688123047351837,0.16900174319744102,0.156872734427452,0.37823328375816345
TBK1,Q9UHD2,Q13428,37506885,TCOF1,0.25752851366996704,0.688123047351837,0.9414838552474971,0.8864967226982111,0.4800998270511627
TBK1,Q9UHD2,Q14244,37506885,MAP7,0.25752851366996704,0.688123047351837,0.760242164134979,0.787647426128387,0.5708726644515991
TBK1,Q9UHD2,P04114,37506885,APOB,0.25752851366996704,0.688123047351837,0.165862768888473,0.364464432001113,0.506783127784729
TBK1,Q9UHD2,Q9BZI7,37506885,UPF3B,0.25752851366996704,0.688123047351837,0.761556684970855,0.817986607551574,0.41099247336387634
TBK1,Q9UHD2,P12270,37506885,TPR,0.25752851366996704,0.688123047351837,0.9194509387016291,0.908265948295593,0.40848422050476074
TBK1,Q9UHD2,Q15287,37506885,RNPS1,0.25752851366996704,0.688123047351837,0.8742988705635071,0.890032768249511,0.4512409269809723
TBK1,Q9UHD2,P55265,37506885,ADAR,0.25752851366996704,0.688123047351837,0.83223021030426,0.746445953845977,0.5618851184844971
TBK1,Q9UHD2,O94979,37506885,SEC31A,0.25752851366996704,0.688123047351837,0.897130370140075,0.840000808238983,0.4706086218357086
TBK1,Q9UHD2,Q9H1E3,37506885,NUCKS1,0.25752851366996704,0.688123047351837,0.8300735354423521,0.8653683662414551,0.4712713360786438
TBK1,Q9UHD2,Q9NZT2,37506885,OGFR,0.25752851366996704,0.688123047351837,0.8741413354873651,0.8610393404960631,0.4748387336730957
TBK1,Q9UHD2,Q9HC36,37506885,MRM3,0.25752851366996704,0.688123047351837,0.064015328884124,0.45934909582138006,0.4184930920600891
TBK1,Q9UHD2,Q9NRX4,37506885,PHPT1,0.25752851366996704,0.688123047351837,0.47344976663589405,0.799326300621032,0.28319424390792847
TBK1,Q9UHD2,Q13523,37506885,PRPF4B,0.25752851366996704,0.688123047351837,0.8930661082267761,0.9595066308975221,0.4187774062156677
TBK1,Q9UHD2,P05204,37506885,HMGN2,0.25752851366996704,0.688123047351837,0.07104779779911001,0.516367197036743,0.3073384463787079
TBK1,Q9UHD2,Q9BTE1,37506885,DCTN5,0.25752851366996704,0.688123047351837,0.09306167811155301,0.044778235256671,0.4931510090827942
TBK1,Q9UHD2,Q2NL82,37506885,TSR1,0.25752851366996704,0.688123047351837,0.057914175093173,0.7781713604927061,0.37556344270706177
TBK1,Q9UHD2,Q12996,37506885,CSTF3,0.25752851366996704,0.688123047351837,0.08752620965242301,0.6709848642349241,0.4965754449367523
TBK1,Q9UHD2,Q9NVU0,37506885,POLR3E,0.25752851366996704,0.688123047351837,0.05215486139059,0.091386474668979,0.4399591088294983
TBK1,Q9UHD2,P55084,37506885,HADHB,0.25752851366996704,0.688123047351837,0.063419327139854,0.151367738842964,0.3367953896522522
TBK1,Q9UHD2,P10809,37506885,HSPD1,0.25752851366996704,0.688123047351837,0.685215711593627,0.7226539254188531,0.5078585743904114
TBK1,Q9UHD2,Q8WUH6,37506885,TMEM263,0.25752851366996704,0.688123047351837,0.48125094175338706,0.16744327545166002,0.4915309548377991
TBK1,Q9UHD2,Q96CT7,37506885,CCDC124,0.25752851366996704,0.688123047351837,0.31709873676300004,0.6553013920783991,0.48718124628067017
TBK1,Q9UHD2,Q16630,37506885,CPSF6,0.25752851366996704,0.688123047351837,0.873725235462188,0.908324062824249,0.544372022151947
TBK1,Q9UHD2,P50750,37506885,CDK9,0.25752851366996704,0.688123047351837,0.445117771625518,0.675208806991577,0.4646468758583069
TBK1,Q9UHD2,Q01813,37506885,PFKP,0.25752851366996704,0.688123047351837,0.065654702484607,0.33464378118515004,0.41808629035949707
TBK1,Q9UHD2,P09651,37506885,HNRNPA1,0.25752851366996704,0.688123047351837,0.949794888496398,0.9450014829635621,0.4582274556159973
TBK1,Q9UHD2,Q9NQG1,37506885,MANBAL,0.25752851366996704,0.688123047351837,0.048729594796895,0.34434691071510304,0.14364787936210632
TBK1,Q9UHD2,Q9H1B7,37506885,IRF2BPL,0.25752851366996704,0.688123047351837,0.946484684944152,0.9113133549690241,0.46009835600852966
TBK1,Q9UHD2,Q9BUL5,37506885,PHF23,0.25752851366996704,0.688123047351837,0.689563572406768,0.8483475446701051,0.3773724138736725
TBK1,Q9UHD2,P02787,37506885,TF,0.25752851366996704,0.688123047351837,0.601426005363464,0.775250911712646,0.3201451599597931
