Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
PRPF19,Q9UMS4,Q8N3X1,29395067,FNBP4,0.12300635874271301,0.25179237127304,0.8751695752143861,0.703818082809448,0.6008700132369995
PRPF19,Q9UMS4,Q86UW6,29395067,N4BP2,0.12300635874271301,0.25179237127304,0.20905244350433302,0.684999763965606,0.5846298933029175
PRPF19,Q9UMS4,Q9Y3C6,29395067,PPIL1,0.12300635874271301,0.25179237127304,0.077709801495075,0.42443299293518005,0.6081715822219849
PRPF19,Q9UMS4,P98175,29395067,RBM10,0.12300635874271301,0.25179237127304,0.9387074708938591,0.9432729482650751,0.5695327520370483
PRPF19,Q9UMS4,Q9UHD2,29395067,TBK1,0.12300635874271301,0.25179237127304,0.25752851366996704,0.688123047351837,0.4820907711982727
PRPF19,Q9UMS4,Q9NV88,29395067,INTS9,0.12300635874271301,0.25179237127304,0.089072704315185,0.048030510544776,0.6150770783424377
PRPF19,Q9UMS4,Q9Y4F5,29395067,CEP170B,0.12300635874271301,0.25179237127304,0.852787971496582,0.7049592137336731,0.6257292032241821
PRPF19,Q9UMS4,Q5T4S7,29395067,UBR4,0.12300635874271301,0.25179237127304,0.21612493693828502,0.39412483572959905,0.6321364641189575
PRPF19,Q9UMS4,P52756,29395067,RBM5,0.12300635874271301,0.25179237127304,0.9291881322860711,0.9209715723991391,0.3069583773612976
PRPF19,Q9UMS4,Q9NX00,29395067,TMEM160,0.12300635874271301,0.25179237127304,0.064502254128456,0.046060882508754,0.44252198934555054
PRPF19,Q9UMS4,Q12972,29395067,PPP1R8,0.12300635874271301,0.25179237127304,0.240030139684677,0.46111288666725103,0.3763292133808136
PRPF19,Q9UMS4,Q92733,29395067,PRCC,0.12300635874271301,0.25179237127304,0.7951726913452141,0.7191357016563411,0.7334151268005371
PRPF19,Q9UMS4,O43303,29395067,CCP110,0.12300635874271301,0.25179237127304,0.805342018604278,0.846168220043182,0.6532881855964661
PRPF19,Q9UMS4,O95782,29395067,AP2A1,0.12300635874271301,0.25179237127304,0.10177560895681301,0.098419055342674,0.6428748965263367
PRPF19,Q9UMS4,Q8TEP8,29395067,CEP192,0.12300635874271301,0.25179237127304,0.069603644311428,0.137897923588752,0.6204793453216553
PRPF19,Q9UMS4,Q7Z3B4,29395067,NUP54,0.12300635874271301,0.25179237127304,0.700649261474609,0.7247763872146601,0.496299684047699
PRPF19,Q9UMS4,O43164,29395067,PJA2,0.12300635874271301,0.25179237127304,0.8533995747566221,0.739930748939514,0.5690919160842896
PRPF19,Q9UMS4,Q5MIZ7,29395067,PPP4R3B,0.12300635874271301,0.25179237127304,0.055576227605342005,0.216653674840927,0.4637520909309387
PRPF19,Q9UMS4,Q9UHK0,29395067,NUFIP1,0.12300635874271301,0.25179237127304,0.7866016626358031,0.6830729842185971,0.5890969038009644
PRPF19,Q9UMS4,Q96DI7,29395067,SNRNP40,0.12300635874271301,0.25179237127304,0.049249589443206,0.184485375881195,0.7584481239318848
PRPF19,Q9UMS4,Q9Y5V3,29395067,MAGED1,0.12300635874271301,0.25179237127304,0.701351046562194,0.623210549354553,0.6033791303634644
PRPF19,Q9UMS4,Q16204,29395067,CCDC6,0.12300635874271301,0.25179237127304,0.8177748918533321,0.907320320606231,0.5641379952430725
PRPF19,Q9UMS4,Q9NY27,29395067,PPP4R2,0.12300635874271301,0.25179237127304,0.443560302257537,0.8512544631958001,0.46875834465026855
PRPF19,Q9UMS4,P57052,29395067,RBM11,0.12300635874271301,0.25179237127304,0.10266538709402001,0.059771329164505005,0.5791998505592346
PRPF19,Q9UMS4,Q99471,29395067,PFDN5,0.12300635874271301,0.25179237127304,0.06355089694261501,0.11586248874664301,0.5712088346481323
PRPF19,Q9UMS4,O60925,29395067,PFDN1,0.12300635874271301,0.25179237127304,0.20600423216819702,0.516736268997192,0.46835359930992126
PRPF19,Q9UMS4,P78312,29395067,FAM193A,0.12300635874271301,0.25179237127304,0.262545526027679,0.46085977554321206,0.5835244059562683
PRPF19,Q9UMS4,Q14596,29395067,NBR1,0.12300635874271301,0.25179237127304,0.054257322102785006,0.8536098599433891,0.5723156929016113
PRPF19,Q9UMS4,P60510,29395067,PPP4C,0.12300635874271301,0.25179237127304,0.08010428398847501,0.073805995285511,0.4162449240684509
PRPF19,Q9UMS4,Q96NB3,29395067,ZNF830,0.12300635874271301,0.25179237127304,0.6547855138778681,0.685801029205322,0.5974606275558472
PRPF19,Q9UMS4,Q9NWB7,29395067,IFT57,0.12300635874271301,0.25179237127304,0.055026859045028007,0.504666268825531,0.40407776832580566
PRPF19,Q9UMS4,Q96LB3,29395067,IFT74,0.12300635874271301,0.25179237127304,0.052106060087680005,0.477393150329589,0.5664829611778259
PRPF19,Q9UMS4,P78332,29395067,RBM6,0.12300635874271301,0.25179237127304,0.9158465266227721,0.883028388023376,0.2912229001522064
PRPF19,Q9UMS4,P61758,29395067,VBP1,0.12300635874271301,0.25179237127304,0.29835405945777804,0.41247615218162503,0.4606838822364807
PRPF19,Q9UMS4,Q92540,29395067,SMG7,0.12300635874271301,0.25179237127304,0.7485496997833251,0.6801263689994811,0.6966460943222046
PRPF19,Q9UMS4,Q9NRL3,29395067,STRN4,0.12300635874271301,0.25179237127304,0.49116095900535506,0.5507099628448481,0.5647291541099548
