,Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
0,MOB1B,Q7L9L4,P17066,37536630,HSPA6,0.367494881153106,0.363412082195282,0.682499468326568,0.840009331703186,0.3131076693534851
1,MOB1B,Q7L9L4,O00743,37536630,PPP6C,0.367494881153106,0.363412082195282,0.077494725584983,0.146371588110923,0.2351010590791702
2,MOB1B,Q7L9L4,Q9Y6N7,37536630,ROBO1,0.367494881153106,0.363412082195282,0.5476497411727901,0.318856656551361,0.2700875401496887
3,MOB1B,Q7L9L4,P61019,37536630,RAB2A,0.367494881153106,0.363412082195282,0.5651560425758361,0.459411710500717,0.2947257161140442
4,MOB1B,Q7L9L4,Q70IA6,37536630,MOB2,0.367494881153106,0.363412082195282,0.065712787210941,0.032605137676,0.4781950116157532
5,MOB1B,Q7L9L4,Q13043,37536630,STK4,0.367494881153106,0.363412082195282,0.7201012969017021,0.867977142333984,0.2723705768585205
6,MOB1B,Q7L9L4,Q5H9R7,37536630,PPP6R3,0.367494881153106,0.363412082195282,0.145339801907539,0.442849874496459,0.2426381558179855
7,MOB1B,Q7L9L4,Q9Y4F1,37536630,FARP1,0.367494881153106,0.363412082195282,0.686863541603088,0.761362671852111,0.2697744071483612
8,MOB1B,Q7L9L4,P35637,37536630,FUS,0.367494881153106,0.363412082195282,0.929790675640106,0.9113988876342772,0.284884363412857
9,MOB1B,Q7L9L4,Q96HP0,37536630,DOCK6,0.367494881153106,0.363412082195282,0.053083796054124,0.189995676279068,0.2340936660766601
10,MOB1B,Q7L9L4,O95819,37536630,MAP4K4,0.367494881153106,0.363412082195282,0.903744518756866,0.948223769664764,0.2622272670269012
11,MOB1B,Q7L9L4,Q8WWW0,37536630,RASSF5,0.367494881153106,0.363412082195282,0.142512485384941,0.169799014925956,0.2949951291084289
12,MOB1B,Q7L9L4,Q96II8,37536630,LRCH3,0.367494881153106,0.363412082195282,0.556009531021118,0.5993439555168151,0.4108695387840271
13,MOB1B,Q7L9L4,Q9Y2L9,37536630,LRCH1,0.367494881153106,0.363412082195282,0.215125486254692,0.235453605651855,0.3485853374004364
14,MOB1B,Q7L9L4,Q8NB46,37536630,ANKRD52,0.367494881153106,0.363412082195282,0.101906910538673,0.22405306994915,0.2435263097286224
15,MOB1B,Q7L9L4,O75170,37536630,PPP6R2,0.367494881153106,0.363412082195282,0.07446850836277,0.108246579766273,0.3333462476730346
16,MOB1B,Q7L9L4,O15084,37536630,ANKRD28,0.367494881153106,0.363412082195282,0.046481158584356,0.118532933294773,0.3774825930595398
17,MOB1B,Q7L9L4,Q8NF50,37536630,DOCK8,0.367494881153106,0.363412082195282,0.047520697116851,0.238042280077934,0.3251560628414154
18,MOB1B,Q7L9L4,Q9UPN7,37536630,PPP6R1,0.367494881153106,0.363412082195282,0.184402376413345,0.472040474414825,0.2432385385036468
19,MOB1B,Q7L9L4,Q8TDM6,37536630,DLG5,0.367494881153106,0.363412082195282,0.756116449832916,0.714307785034179,0.3970618546009063
20,MOB1B,Q7L9L4,Q9Y383,37536630,LUC7L2,0.367494881153106,0.363412082195282,0.803538024425506,0.8609099388122551,0.3245814144611358
21,MOB1B,Q7L9L4,Q9UI26,37536630,IPO11,0.367494881153106,0.363412082195282,0.084862798452377,0.029000764712691,0.1937890201807022
22,MOB1B,Q7L9L4,Q15678,37536630,PTPN14,0.367494881153106,0.363412082195282,0.7634588479995721,0.834039330482482,0.5555868744850159
