A,B
P50222,P57764
P50222,Q9H788
P50222,Q9NVR2
P50222,O00124
P50222,Q7L273
P50222,P31751
P50222,Q9BW85
P50222,Q08493
P50222,P49747
P50222,P50548
P50222,Q6ZN55
P50222,P41223
P50222,Q01449
P50222,Q8NF50
P50222,P62166
P50222,Q9UMX1
P50222,Q5VWN6
P50222,Q16204
P50222,Q9UH92
P50222,Q9UKJ5
P50222,Q9Y3S2
P50222,Q05516
P50222,O00534
P50222,Q2TAZ0
P50222,O00233
P50222,Q6IMN6
P50222,Q9NWT1
P50222,P22003
P50222,P24863
P50222,O43189
P50222,Q13895
P50222,P14406
P50222,P63208
P50222,Q8N3C7
P50222,Q12805
P50222,Q9BRC7
P50222,Q8NB12
P50222,Q53T94
P50222,Q05519
P50222,Q9NX04
P50222,Q9UJD0
P50222,O60909
P50222,Q68CQ4
P50222,P30926
P50222,Q96PB7
P50222,Q96EX3
P50222,Q9HC98
P50222,Q86VK4
P50222,Q9Y6K1
P50222,P09913
P50222,Q9NTM9
P50222,Q9H8K7
P50222,Q9NRZ9
P50222,P09067
P50222,P05013
P50222,Q8WVZ9
P50222,Q9NYF3
P50222,P25208
P50222,Q8IWB6
P50222,Q9BT43
P50222,Q29RF7
P50222,Q9H7X0
P50222,Q9ULJ1
P50222,P54278
P50222,O95980
P50222,Q15014
P50222,Q9UBG7
P50222,Q13410
P50222,P38936
P50222,O75818
P50222,O75603
P50222,Q09666
P50222,P62829
P50222,Q15642
P50222,Q4VCS5
P50222,Q9UBT2
P50222,P10827
P50222,Q9H7N4
P50222,Q13526
P50222,Q9P2W3
P50222,O14929
P50222,A0AVK6
P50222,Q86X45
P50222,P55273
P50222,Q8WUD1
P50222,P22090
P50222,P21673
P50222,Q92692
P50222,Q969Y2
P50222,Q99784
P50222,Q9Y6A1
P50222,O75821
P50222,Q9NUL5
P50222,Q00013
P50222,P61289
P50222,O43159
P50222,Q684P5
P50222,P63241
P50222,Q9Y2F9
P50222,Q9H4M3
P50222,Q9HBH7
P50222,Q9UDX3
P50222,Q92785
P50222,Q9NPA0
P50222,Q9H8W5
P50222,Q9UJC3
P50222,Q92882
P50222,O43752
P50222,Q969Z0
P50222,Q5BJF6
P50222,Q9Y2K6
P50222,Q5T7W7
P50222,P23025
P50222,Q9NUH8
P50222,Q5JTD0
P50222,A1A5C7
P50222,O00560
P50222,O60336
P50222,Q8WWZ8
P50222,Q9NYB9
P50222,Q659C4
P50222,Q96NT3
P50222,Q9HBI0
P50222,P62306
P50222,Q12982
P50222,Q9H3U1
P50222,P46940
P50222,O15305
P50222,Q9NX01
P50222,Q96FN4
P50222,Q6ZN54
P50222,Q96FV2
P50222,Q9BXW6
P50222,P38919
P50222,Q96Q77
P50222,Q9UBE0
P50222,Q13352
P50222,Q9Y5B8
P50222,O15539
P50222,Q86X24
P50222,Q5VX71
P50222,Q12905
P50222,Q8NEY4
P50222,O76071
P50222,Q8WXB1
P50222,Q8N1F8
P50222,Q99469
P50222,Q9NZF1
P50222,O94817
P50222,Q8WV44
P50222,Q6NYC8
P50222,Q5SYC1
P50222,Q86XT4
P50222,Q03936
P50222,Q7Z7C7
P50222,Q8WXI3
P50222,Q9Y383
P50222,O15550
P50222,Q5JT25
P50222,Q0D2K3
P50222,Q6NT76
P50222,Q8N8Y2
P50222,Q9BRU9
P50222,Q15327
P50222,Q9C0I9
P50222,Q68D86
P50222,Q6P4H8
P50222,Q9H0C2
P50222,Q9BRX2
P50222,Q8IZF3
P50222,Q96FX2
P50222,Q9NRW1
P50222,Q9NUB1
P50222,Q14990
P50222,Q8N371
P50222,Q8IWZ5
P50222,P61758
P50222,P57060
P50222,P41732
P50222,Q96EH3
P50222,Q96AB6
P50222,O14972
P50222,Q53RY4
P50222,Q969E8
P50222,Q96GU1
P50222,P41271
P50222,Q8N554
P50222,P52823
P50222,P78412
P50222,Q01081
P50222,P52790
P50222,Q96PC2
P50222,Q6UWF3
P50222,Q8N5M4
P50222,Q6ZVT0
P50222,Q6NZ36
P50222,O95661
P50222,Q8N7C0
P50222,Q9Y577
P50222,Q52LD8
P50222,P29803
P50222,Q8N7R7
P50222,P05187
P50222,Q86VF2
P50222,Q96BH1
P50222,P41743
P50222,P42830
P50222,P09341
P50222,Q9BV19
P50222,P53582
P50222,O43609
P50222,Q9NQ30
P50222,Q8N3L3
P50222,Q8TBZ9
P50222,Q96GN5
P50222,Q01523
P50222,Q00535
P50222,Q9P0J1
P50222,Q5T6V5
P50222,Q8N456
P50222,P62330
P50222,P36542
P50222,Q99633
P50222,Q96NZ9
P50222,Q96BY2
P50222,Q92832
P50222,Q7Z699
P50222,Q9BX67
P50222,Q96DZ9
P50222,O95125
P50222,Q6BCY4
P50222,P25800
P50222,P05408
P50222,Q8IW40
P50222,Q8IYX1
P50222,Q9ULV0
P50222,P17027
P50222,Q9UL33
P50222,Q8NI38
P50222,Q96DN2
P50222,Q6EMK4
P50222,Q86VS8
P50222,O60282
P50222,Q96MH2
P50222,Q8IUB5
P50222,P07988
P50222,O43610
P50222,Q9GZY8
P50222,Q8WUE5
P50222,Q9H3K6
P50222,Q6P1R4
P50222,Q2M3C6
P50222,Q9UHI7
P50222,P78385
P50222,P33176
P50222,Q8NFA0
P50222,Q9BYR3
P50222,O15160
P50222,Q15560
P50222,Q9HAH1
P50222,P99999
P50222,Q5T752
P50222,P01236
P50222,Q92989
P50222,Q8WYK0
P50222,P00540
P50222,Q99731
P50222,Q04206
P50222,Q9UI30
P50222,P61024
P50222,Q8TAU3
P50222,O14647
P50222,Q14781
P50222,B2RUY7
P50222,Q14995
P50222,P61313
P50222,Q86Y39
P50222,Q8TCV5
P50222,Q3SY00
P50222,Q9H3H3
P50222,P43268
P50222,Q8N8B7
P50222,Q8N4B4
P50222,O95376
P50222,Q9H322
P50222,Q6UWW0
P50222,A0PJX4
P50222,Q8N4W6
P50222,Q7L775
P50222,Q5XKK7
P50222,Q9UBL6
P50222,Q8N7C3
P50222,Q96MM3
P50222,Q68D10
P50222,Q8NFP0
P50222,Q5T619
P50222,Q8N5Q1
P50222,Q8N680
P50222,Q9Y586
P50222,Q9H4P4
P50222,P54619
P50222,Q7LFX5
P50222,Q9NPE3
P50222,O15315
P50222,P07098
P50222,Q01826
P50222,Q52LG2
P50222,P36383
P50222,Q5SQS8
P50222,Q2M2E3
P50222,Q8IXB3
P50222,Q15735
P50222,Q15907
P50222,O60678
P50222,Q9NXU5
P50222,O75771
P50222,Q13976
P50222,Q9Y295
P50222,Q8TB03
P50222,Q6PIL6
P50222,Q9UBU8
P50222,Q13422
P50222,Q68G75
P50222,Q3KRA6
P50222,Q9HCS2
P50222,Q5T753
P50222,Q96NJ5
P50222,P54315
P50222,O75093
P50222,Q75WM6
P50222,Q5TA79
P50222,P59990
P50222,Q9BYQ0
P50222,Q969J2
P50222,P60410
P50222,Q9H257
P50222,Q9ULM2
P50222,Q71RS6
P50222,A4D161
P50222,Q5MJ09
P50222,Q9BRR0
P50222,Q14153
P50222,P15622
P50222,Q6L8H2
P50222,P61964
P50222,Q15973
P50222,A0A1B0GTZ2
P50222,Q96KM6
P50222,Q68DY9
P50222,A8MQ03
P50222,Q63ZY3
P50222,A4GXA9
P50222,Q9Y2E8
P50222,Q8NDW4
P50222,Q9BYR2
P50222,Q9UC07
P50222,Q96SQ5
P50222,O14796
P50222,Q8IYL3
P50222,Q7Z3C6
P50222,Q5T749
P50222,Q8N5G2
P50222,P28062
P50222,O95872
P50222,Q6L8G4
P50222,Q9BYQ3
P50222,Q14533
P50222,P60328
P50222,Q6L8G9
P50222,Q701N4
P50222,Q9BXA7
P50222,Q9BYQ6
P50222,P60329
P50222,Q3LI67
P50222,P0DML3
P50222,Q9BQ66
P50222,P62140
P50222,O43561
P50222,O00299
P50222,A6NFU0
P50222,Q14CS0
P50222,Q9Y3D7
P50222,O95007
P50222,P60411
P50222,P59991
P50222,Q8IZ13
P50222,P04440
P50222,Q8IYS8
P50222,P01570
P50222,Q8NHB8
P50222,Q9BYQ4
P50222,P60370
P50222,P56537
P50222,Q96MP8
P50222,P60412
P50222,Q9BQY6
P50222,A8MRT5
P50222,O95868
P50222,Q9BYR5
P50222,Q8IYE1
P50222,Q00526
P50222,Q5TAP6
P50222,P26371
P50222,Q9HCB6
P50222,Q6P4F2
P50222,Q96GY3
P50222,Q5MJ10
P50222,Q8IYR0
P50222,P56180
P50222,P50221
P50222,Q9BY42
P50222,O43633
P50222,Q9HD42
P50222,Q9Y3E7
Q8IZE3,P60520
Q8IZE3,Q99757
Q8IZE3,Q9H0R8
Q8IZE3,Q9Y4C2
Q8IZE3,Q9Y2R5
Q8IZE3,Q9NSD9
Q8IZE3,Q9HDC5
Q8IZE3,Q9Y678
Q8IZE3,Q9H270
Q8IZE3,O15357
Q8IZE3,P54793
Q8IZE3,P42695
Q8IZE3,Q14192
Q8IZE3,P08574
Q8IZE3,O95292
Q8IZE3,Q8WUH2
Q8IZE3,Q5MNZ6
Q8IZE3,Q8N5C6
Q8IZE3,Q6IBW4
Q8IZE3,Q9Y6C9
Q8IZE3,P48553
Q8IZE3,O95352
Q8IZE3,O14965
Q8IZE3,P61224
Q8IZE3,Q96GJ1
Q8IZE3,O95159
Q8IZE3,Q8WVV9
Q8IZE3,P22670
Q8IZE3,P07919
Q8IZE3,Q9NYH9
Q8IZE3,Q96D46
Q8IZE3,P60763
Q8IZE3,Q96NT0
Q8IZE3,P61158
Q8IZE3,Q9P2W7
Q8IZE3,Q03135
Q8IZE3,P78310
Q8IZE3,O00559
Q8IZE3,Q9NYP7
Q8IZE3,P15311
Q8IZE3,P17302
Q8IZE3,Q8N144
Q8IZE3,Q92805
Q8IZE3,Q9H2F3
Q8IZE3,Q6IAA8
Q8IZE3,Q9H8H3
Q8IZE3,Q16625
Q8IZE3,P62491
Q8IZE3,P20338
Q8IZE3,P20339
Q8IZE3,P51151
Q8IZE3,O43752
Q8IZE3,O15400
Q8IZE3,P42166
Q8IZE3,P50552
Q8IZE3,Q15942
P60520,Q3MII6
P60520,P46934
P60520,Q9H4L5
P60520,Q9GZZ9
P60520,P63167
P60520,Q96L93
P60520,Q8N653
P60520,Q8N6T3
P60520,Q86VP1
P60520,Q9UH92
P60520,Q14257
P60520,Q92609
P60520,Q6P9H5
P60520,Q9H8W5
P60520,Q9NV35
P60520,Q13137
P60520,Q86VR2
P60520,Q15025
P60520,Q9H6L5
P60520,Q969E8
P60520,Q9NW68
P60520,Q13501
P60520,Q9Y6I9
P60520,Q96A56
P60520,Q8N8K9
P60520,Q9Y4P1
P60520,P54257
P60520,Q8N680
P60520,Q6NX45
P60520,Q2T9L4
P60520,Q96FJ2
P60520,P60409
P60520,Q5TCY1
Q99757,P63010
Q99757,Q9H0C1
Q99757,Q9UPY8
Q99757,O15479
Q99757,Q9UBB9
Q99757,P24844
Q99757,Q96T49
Q99757,O95571
Q99757,Q9H668
Q99757,Q9P2A4
Q99757,Q5TD97
Q99757,Q99750
Q99757,Q8NHQ1
Q99757,P01189
Q99757,Q96HR9
Q99757,O75934
Q99757,P21673
Q99757,Q9HD42
Q99757,Q9BT25
Q99757,P19474
Q99757,Q5JR59
Q99757,Q9BRT2
Q99757,Q96CD2
Q99757,Q96NT3
Q99757,Q9NX65
Q99757,P43358
Q99757,P80188
Q99757,Q9H6J7
Q99757,Q8TD10
Q99757,Q96CS2
Q99757,P49247
Q99757,Q8IUH3
Q99757,Q96PY5
Q99757,A0PJX0
Q99757,Q96D09
Q99757,P40855
Q99757,Q9NZQ9
Q99757,Q9UFW8
Q99757,P02549
Q99757,Q15555
Q99757,Q9BXL8
Q99757,Q7Z3Y8
Q99757,Q8N0S2
Q99757,Q9BX10
Q99757,P35638
Q99757,Q8NCU1
Q99757,O43805
Q99757,Q6RW13
Q99757,Q8N4Y2
Q99757,Q96HT8
Q99757,Q9Y605
Q99757,Q5I0X7
Q99757,Q86Y26
Q99757,Q674X7
Q99757,Q8N2N9
Q99757,A6NEM1
Q99757,Q6PI77
Q99757,Q8N1B4
Q99757,Q9H3M7
Q99757,P08133
Q99757,Q9GZL7
Q99757,Q52LJ0
Q99757,P10599
Q99757,P00441
Q9H0R8,Q9P1Z2
Q9H0R8,Q3MII6
Q9H0R8,P46934
Q9H0R8,Q9H4L5
Q9H0R8,Q92545
Q9H0R8,P63167
Q9H0R8,Q8WYN0
Q9H0R8,Q9BQD3
Q9H0R8,Q86VP1
Q9H0R8,Q9UH92
Q9H0R8,Q14257
Q9H0R8,Q92609
Q9H0R8,Q13137
Q9H0R8,Q86VR2
Q9H0R8,Q15025
Q9H0R8,Q15256
Q9H0R8,P28070
Q9H0R8,Q9NW68
Q9H0R8,Q13501
Q9H0R8,Q12857
Q9H0R8,Q9NRI5
Q9H0R8,Q96AQ6
Q9H0R8,Q96A56
Q9H0R8,Q96G97
Q9H0R8,Q9Y4P1
Q9H0R8,Q70SY1
Q9H0R8,Q9BT49
Q9H0R8,Q8IVF2
Q9H0R8,Q13033
Q9H0R8,C9J7I0
Q9H0R8,O15209
Q9H0R8,Q15907
Q9H0R8,P68871
Q9H0R8,O95210
Q9H0R8,Q96DT6
Q9H0R8,P43681
Q9H0R8,Q92636
Q9H0R8,Q9BTU6
Q9H0R8,Q99442
Q9H0R8,Q5TCY1
Q9Y4C2,P23511
Q9Y4C2,Q9Y6D9
Q9Y4C2,Q9NQX0
Q9Y4C2,Q9UQM7
Q9Y4C2,P15923
Q9Y4C2,Q9UJV3
Q9Y4C2,Q9UBB9
Q9Y4C2,Q86VP1
Q9Y4C2,Q13490
Q9Y4C2,Q8NHQ1
Q9Y4C2,Q9H2S9
Q9Y4C2,Q12933
Q9Y4C2,Q9BYV2
Q9Y4C2,Q969H4
Q9Y4C2,Q15427
Q9Y4C2,Q9NYW8
Q9Y4C2,Q9GZV8
Q9Y4C2,Q8IWZ5
Q9Y4C2,Q9UKT9
Q9Y4C2,Q9NRI5
Q9Y4C2,P52747
Q9Y4C2,Q52LG2
Q9Y4C2,P60410
Q9Y4C2,A8MQ03
Q9Y4C2,Q3LI67
Q9Y4C2,Q8IUG1
Q9Y4C2,Q7Z3S9
Q9Y4C2,A0A087WUL8
Q9Y4C2,Q8N9Q2
Q9Y4C2,P02585
Q9Y4C2,Q04323
Q9Y4C2,O60884
Q9Y4C2,Q13610
Q9Y4C2,Q9H0K4
Q9Y4C2,P0DPK4
Q9NSG2,Q7Z4N8
Q9NSG2,Q9Y241
Q9NSG2,P46059
Q9NSG2,Q01151
Q9NSG2,Q8N7X8
Q9NSG2,Q9NX40
Q9NSG2,O43291
Q9NSG2,Q96PE5
Q9NSG2,Q9UMR7
Q9NSG2,Q8N386
Q9NSG2,P98172
Q9NSG2,Q13304
Q9NSG2,P21730
Q9NSG2,P01889
Q9NSG2,O00398
Q9NSG2,Q86VZ1
Q9NSG2,P51684
Q9NSG2,O15218
Q9NSG2,P43115
Q9NSG2,P41587
Q9NSG2,P24530
Q9NSG2,P19438
Q9NSG2,P20309
Q9NSG2,Q6NUJ2
Q9NSG2,Q15116
Q9NSG2,P35372
Q9NSG2,Q9P296
Q9NSG2,P08173
Q9NSG2,P21709
Q9NSG2,P09758
Q9NSG2,P55899
Q9NSG2,Q03431
Q9NSG2,P25942
Q9NSG2,Q99706
Q9NSG2,Q6PIW4
Q9NSG2,P51648
Q9NSG2,Q5VZ89
Q9NSG2,Q8WUH6
Q9NSG2,Q96GV9
Q9NSG2,Q9BVQ7
Q9NSG2,Q9Y5U2
Q7Z4N8,Q96C01
Q7Z4N8,Q9NWB1
Q7Z4N8,O14734
Q7Z4N8,O43482
Q7Z4N8,Q08117
Q7Z4N8,Q9P2M1
Q7Z4N8,P54259
Q7Z4N8,Q9BPU9
Q7Z4N8,Q96NM4
Q7Z4N8,Q9NZ52
Q7Z4N8,Q16740
Q7Z4N8,P17540
Q7Z4N8,Q9NYG5
Q7Z4N8,Q9BSH3
Q7Z4N8,Q9BXJ5
Q7Z4N8,O95429
Q7Z4N8,P28070
Q7Z4N8,O15156
Q7Z4N8,Q9BVN2
Q7Z4N8,Q5D1E8
Q7Z4N8,Q5T4B2
Q7Z4N8,Q9UJW9
Q7Z4N8,A5D8V6
Q7Z4N8,Q6ZMJ2
Q7Z4N8,Q8WUE5
Q7Z4N8,O75360
Q7Z4N8,Q9UJ68
Q7Z4N8,Q9NSA3
Q7Z4N8,P43356
Q7Z4N8,Q8IUC2
Q7Z4N8,P78358
Q7Z4N8,P18825
Q7Z4N8,Q86Y26
Q7Z4N8,Q3LI64
Q7Z4N8,O14964
Q7Z4N8,Q3LI72
Q7Z4N8,Q6QNY1
Q7Z4N8,Q9NZ72
Q7Z4N8,P59942
Q7Z4N8,Q9Y4H4
Q7Z4N8,Q8NCF5
Q7Z4N8,P11021
Q7Z4N8,Q92610
Q7Z4N8,O95071
Q7Z4N8,Q8NDT2
Q7Z4N8,P07237
Q7Z4N8,Q8NAF0
Q7Z4N8,Q6ZRS2
Q7Z4N8,Q9NPF5
Q7Z4N8,P51116
Q7Z4N8,Q7L4I2
Q7Z4N8,Q15906
Q7Z4N8,Q7Z4S6
Q7Z4N8,Q9ULU4
Q7Z4N8,O95684
Q7Z4N8,Q9HBE1
Q7Z4N8,P49815
Q7Z4N8,P49750
Q7Z4N8,Q8N1G0
Q7Z4N8,Q9UHF7
Q7Z4N8,O75381
Q7Z4N8,Q8IYB3
Q7Z4N8,Q9NX05
Q7Z4N8,Q15637
Q7Z4N8,Q96N64
Q7Z4N8,Q8TF76
Q7Z4N8,Q9GZN1
Q7Z4N8,Q8NEY8
Q7Z4N8,Q9UMN6
Q7Z4N8,Q13625
Q7Z4N8,Q9H0W5
Q7Z4N8,Q14493
Q7Z4N8,Q9HAH7
Q7Z4N8,Q5VUA4
Q7Z4N8,Q13111
Q7Z4N8,Q6DD87
Q7Z4N8,Q9H4L4
Q7Z4N8,Q86VW0
Q7Z4N8,O95619
Q7Z4N8,P21359
Q7Z4N8,A8MVW0
Q7Z4N8,Q9NRI5
Q7Z4N8,Q9UPQ3
Q7Z4N8,P68400
Q7Z4N8,Q9C0J8
Q7Z4N8,Q8IY57
Q7Z4N8,Q6NUJ5
Q7Z4N8,Q01826
Q7Z4N8,Q8N0Y2
Q7Z4N8,Q9Y4B5
Q7Z4N8,Q53EQ6
Q7Z4N8,Q8WXE0
Q7Z4N8,Q9HBH1
Q7Z4N8,O43257
Q9BTY2,O96014
Q9BTY2,O14787
Q9BTY2,Q7Z417
Q9BTY2,Q13526
Q9BTY2,Q96NT3
Q9BTY2,Q5T753
Q9BTY2,Q5T7P2
Q9BTY2,Q5TA78
Q9BTY2,Q2TAL6
Q9BTY2,Q6L8H2
Q9BTY2,Q5T7P3
Q9BTY2,Q701N4
Q9BTY2,Q9BQ66
Q9BTY2,P60331
Q9BTY2,Q16649
Q9BTY2,P11021
Q9BTY2,P27824
Q9BTY2,Q96ET8
Q9BTY2,Q13286
Q9BTY2,Q15768
Q9BTY2,Q9Y2E5
Q9BTY2,Q8WUY8
O96014,Q99750
O96014,O95273
O96014,Q9BYP8
O96014,P60410
O96014,Q07627
O96014,A6NK89
O96014,A8MQ03
O96014,Q9BYQ3
O96014,P60328
O96014,Q9BYS1
O96014,Q8IUG1
O96014,O75690
O96014,Q6L8G8
O96014,P26371
O96014,Q8WWF1
O96014,Q5T700
O96014,P16234
O96014,Q9UBV4
O96014,A4D1S0
O96014,O15496
O96014,Q9Y3B3
O14787,Q9Y2Y4
O14787,Q13554
O14787,O15499
O14787,Q9Y2M5
O14787,P07954
O14787,Q96CA5
O14787,Q9NQG5
O14787,P78424
O14787,Q13867
O14787,Q9NR22
O14787,Q53FD0
O14787,Q13207
O14787,P30793
O14787,P62826
O14787,Q9C0B1
O14787,Q9UH77
O14787,Q13555
O14787,Q8IUH3
O14787,Q5M9N0
O14787,P32243
O14787,Q8N7W2
O14787,Q9UKS6
O14787,Q9UJW9
O14787,Q15637
O14787,O95678
O14787,Q9BZR9
O14787,Q8TBB0
O14787,Q86WS4
O14787,P32322
O14787,Q8IUC2
O14787,P78358
O14787,Q9NR12
O14787,Q96BK5
O14787,P06028
O14787,O43169
O14787,P02724
O14787,Q9HBW1
O14787,P16070
O14787,Q9Y3C5
O14787,Q9UK00
O14787,Q8TBP5
O14787,P52798
O14787,Q6UY11
O14787,Q96EY4
O14787,Q01151
O14787,Q8N7X8
O14787,Q86VU5
O14787,Q96PE5
O14787,P01135
O14787,Q9BRP0
O14787,Q9NZQ7
O14787,Q8N386
O14787,Q6UXG8
O14787,Q9Y275
O14787,Q96IQ7
O14787,Q9ULX7
O14787,P98172
O14787,Q13304
O14787,Q9H813
O14787,P34810
O14787,O00398
O14787,O95274
O14787,O75695
O14787,Q29983
O14787,P16444
O14787,P15151
O14787,P41587
O14787,P24530
O14787,Q9UBK5
O14787,O60939
O14787,Q93086
O14787,Q6UXF1
O14787,A2RU67
O14787,P50895
O14787,Q6EMK4
O14787,Q8IXB3
O14787,P33681
O14787,A8MVS5
O14787,P30518
O14787,Q86XK7
O14787,P28335
O14787,P08173
O14787,Q9ULW2
O14787,Q9C0C4
O14787,P21709
O14787,Q9H0Q3
O14787,P09758
O14787,P55899
O14787,O95297
O14787,Q9H0X4
O14787,Q9P2W7
O14787,P21917
O14787,O94923
O14787,Q96RJ3
O14787,O95343
O14787,P54793
O14787,Q14802
O14787,P25942
O14787,Q9Y639
O14787,Q99706
O14787,P09651
O14787,Q13895
O14787,P07437
O14787,O14980
Q7Z417,P28799
Q7Z417,P61236
Q7Z417,Q15323
Q7Z417,Q92824
Q7Z417,P49747
Q7Z417,O76014
Q7Z417,Q5TD97
Q7Z417,Q99750
Q7Z417,Q4VCS5
Q7Z417,P30044
Q7Z417,Q9UN86
Q7Z417,Q9UBX5
Q7Z417,Q6UY14
Q7Z417,O76081
Q7Z417,A6BM72
Q7Z417,Q9NQ30
Q7Z417,Q9BYR3
Q7Z417,P49795
Q7Z417,O95967
Q7Z417,Q8IUC1
Q7Z417,Q5TA81
Q7Z417,Q5TA82
Q7Z417,Q9BYQ0
Q7Z417,P60410
Q7Z417,Q5VY43
Q7Z417,Q6L8H2
Q7Z417,Q5T7P3
Q7Z417,A8MQ03
Q7Z417,Q9BYR2
Q7Z417,Q9BYQ7
Q7Z417,Q5T749
Q7Z417,Q6L8G4
Q7Z417,Q9BYQ3
Q7Z417,P60328
Q7Z417,Q6L8G9
Q7Z417,Q701N4
Q7Z417,Q9BYQ6
Q7Z417,P0C7H8
Q7Z417,Q9BYR7
Q7Z417,Q9BQ66
Q7Z417,Q9BYR9
Q7Z417,P60331
Q7Z417,P60411
Q7Z417,Q9BYS1
Q7Z417,Q8IUG1
Q7Z417,Q9BYQ4
Q7Z417,P60370
Q7Z417,Q9BYR5
Q7Z417,P60409
Q7Z417,Q96DU9
Q7Z417,Q15434
Q7Z417,P26196
Q7Z417,Q8NCA5
Q7Z417,Q13283
Q7Z417,Q8WWM7
Q7Z417,Q99700
Q7Z417,Q04206
Q7Z417,Q3MHD2
Q7Z417,Q96F44
Q7Z417,Q9H3Z4
Q7Z417,Q96DN2
Q7Z417,Q14767
Q7Z417,Q14192
Q7Z417,P60709
Q7Z417,P22087
Q7Z417,Q92805
Q7Z417,P60866
Q7Z417,Q8NC51
Q7Z417,P18206
Q7Z417,P27635
Q13526,P50221
Q13526,P26367
Q13526,O00167
Q13526,Q9H3D4
Q13526,Q9NWS9
Q13526,Q9H7P9
Q13526,Q15323
Q13526,O43281
Q13526,Q9UKD1
Q13526,Q8TAP6
Q13526,O15405
Q13526,P0C1Z6
Q13526,Q16204
Q13526,O76014
Q13526,O15353
Q13526,P13349
Q13526,Q63HR2
Q13526,P08151
Q13526,P54259
Q13526,Q5TD97
Q13526,Q99750
Q13526,Q9H0E9
Q13526,Q92570
Q13526,Q9H165
Q13526,Q8NF64
Q13526,Q9HD90
Q13526,Q9UPG8
Q13526,Q4VCS5
Q13526,Q12933
Q13526,O15409
Q13526,Q96IF1
Q13526,O75081
Q13526,Q9BWG4
Q13526,Q8NC74
Q13526,O76011
Q13526,Q5JR59
Q13526,Q9NYB9
Q13526,P41212
Q13526,Q99081
Q13526,Q8N5R6
Q13526,Q9BVG8
Q13526,Q96KG9
Q13526,Q969H4
Q13526,Q15025
Q13526,P80188
Q13526,Q6AI12
Q13526,Q9BWW4
Q13526,Q9UKT9
Q13526,Q8NFH5
Q13526,Q8WU20
Q13526,Q15742
Q13526,Q9Y3Q8
Q13526,Q08379
Q13526,Q8TF50
Q13526,A6NC98
Q13526,Q12951
Q13526,Q96MH2
Q13526,Q8NBZ0
Q13526,Q9H5H4
Q13526,P01100
Q13526,O76015
Q13526,Q6P9G9
Q13526,O75553
Q13526,Q8N9R8
Q13526,Q8NA61
Q13526,Q8TDT2
Q13526,P15407
Q13526,Q52MB2
Q13526,B2RXF5
Q13526,A1L4H1
Q13526,Q8N680
Q13526,Q9H3P2
Q13526,P40424
Q13526,Q13422
Q13526,P59797
Q13526,P60410
Q13526,Q9UHD9
Q13526,P60371
Q13526,O00267
Q13526,Q03989
Q13526,Q9NR12
Q13526,A6NEM1
Q13526,P14373
Q13526,Q6ZMS7
Q13526,Q16254
Q13526,Q9H0X6
Q13526,P37198
Q13526,Q96C00
Q13526,Q9NZQ3
Q13526,Q14CS0
Q13526,Q8IX15
Q13526,Q96MP8
Q13526,Q494R4
Q13526,P26371
Q13526,P60409
Q13526,P55198
Q13526,Q8WVK2
Q13526,Q9BTC0
Q13526,O15514
Q13526,Q9NQG5
Q13526,Q7KZ85
Q13526,Q9BVC5
Q13526,Q9NVR5
Q13526,P18077
Q13526,Q96A49
Q13526,P29084
Q13526,P48426
Q13526,P04798
Q13526,Q9H269
Q13526,Q02410
Q13526,Q96EP5
Q13526,P36969
Q13526,Q96DH6
Q13526,P23528
Q13526,Q9UMY4
Q13526,P68106
Q13526,Q07157
Q13526,P49773
Q13526,P61604
Q13526,P37802
Q13526,Q01469
Q13526,P62937
Q13526,Q15366
Q13526,O60493
Q13526,P00441
Q13526,Q9UI15
Q13526,P62942
Q13526,P22392
Q13526,Q13547
Q13526,O75347
Q13526,P35270
Q96NT3,Q14847
Q96NT3,Q7Z6R9
Q96NT3,Q13761
Q96NT3,Q8TBB1
Q96NT3,Q9H0E2
Q96NT3,P61236
Q96NT3,Q92824
Q96NT3,Q2I0M5
Q96NT3,Q9UBR4
Q96NT3,P32929
Q96NT3,Q02535
Q96NT3,Q99471
Q96NT3,Q9Y2P0
Q96NT3,P25786
Q96NT3,O14526
Q96NT3,Q9H0N5
Q96NT3,Q9H079
Q96NT3,Q13163
Q96NT3,Q6PF18
Q96NT3,Q6UY14
Q96NT3,Q6ZT89
Q96NT3,O43184
Q96NT3,Q8N684
Q96NT3,Q96IV0
Q96NT3,Q8IWZ5
Q96NT3,Q330K2
Q96NT3,O14633
Q96NT3,Q03431
Q96NT3,P49901
Q96NT3,Q9UBX0
Q96NT3,O43609
Q96NT3,Q86U28
Q96NT3,Q9Y6H3
Q96NT3,Q96N21
Q96NT3,Q6EMK4
Q96NT3,Q8NDC4
Q96NT3,Q9UBY9
Q96NT3,B2RXF5
Q96NT3,Q9BUH8
Q96NT3,Q13643
Q96NT3,P78358
Q96NT3,Q3LI70
Q96NT3,Q3LI72
Q96NT3,Q5TA79
Q96NT3,Q5TA82
Q96NT3,Q9BYQ0
Q96NT3,P60410
Q96NT3,Q8WW36
Q96NT3,Q07627
Q96NT3,P15622
Q96NT3,Q5T751
Q96NT3,A8MQ03
Q96NT3,Q96PV0
Q96NT3,Q8N720
Q96NT3,Q5T749
Q96NT3,Q6L8G9
Q96NT3,Q9BYR6
Q96NT3,Q9BYR7
Q96NT3,O14817
Q96NT3,P0CH99
Q96NT3,P60411
