uniprot_entry	source
O95239	phasepred
Q9H0B6	phasepred
Q9NZ63	phasepred
P25789	phasepred
P49750	phasepred
P08238	phasepred
Q99958	phasepred
Q8N7H5	phasepred
P51858	phasepred
O15021	phasepred
Q9H7L9	phasepred
Q86X02	phasepred
Q15019	phasepred
Q9H6S1	phasepred
Q8NE35	phasepred
Q99439	phasepred
P35527	phasepred
O15523	phasepred
Q14161	phasepred
O14654	phasepred
Q9H5H4	phasepred
P46108	phasepred
O75475	phasepred
P46013	phasepred
Q15054	phasepred
Q8NDI1	phasepred
Q9UIG0	phasepred
Q14676	phasepred
Q15003	phasepred
Q8WUB8	phasepred
Q3L8U1	phasepred
P26651	phasepred
O15265	phasepred
Q9P2B4	phasepred
Q9UPQ0	phasepred
P49840	phasepred
P50502	phasepred
Q9NYF8	phasepred
Q8TD16	phasepred
Q6UUV7	phasepred
Q9UI36	phasepred
Q15417	phasepred
Q8NHM5	phasepred
P84098	phasepred
Q92945	phasepred
Q8TF68	phasepred
Q9UPN4	phasepred
O60237	phasepred
P14921	phasepred
Q9UQ26	phasepred
Q9BRS8	phasepred
Q969X1	phasepred
Q9NTI5	phasepred
Q9UGP4	phasepred
Q9NYV4	phasepred
P49006	phasepred
Q9H7E2	phasepred
Q92804	phasepred
Q8N5Y2	phasepred
Q5VT52	phasepred
Q9UHD8	phasepred
Q12965	phasepred
Q9Y3E1	phasepred
Q86WP2	phasepred
Q9H7R0	phasepred
O14639	phasepred
P19484	phasepred
A6NKD9	phasepred
P17931	phasepred
Q9Y6R0	phasepred
Q13428	phasepred
A8MW92	phasepred
Q9H7N4	phasepred
Q7Z5Q1	phasepred
Q3KQU3	phasepred
Q9NSI6	phasepred
Q6QNY0	phasepred
Q99661	phasepred
Q8TF01	phasepred
P18031	phasepred
P35226	phasepred
P30101	phasepred
Q15642	phasepred
O75563	phasepred
P12035	phasepred
A6NDB9	phasepred
Q13573	phasepred
Q8WUZ0	phasepred
Q99700	phasepred
Q03111	phasepred
P48730	phasepred
Q8IYB3	phasepred
O43823	phasepred
Q9UQ35	phasepred
Q9UQB8	phasepred
P46777	phasepred
Q9ULJ6	phasepred
O75717	phasepred
Q00341	phasepred
P21796	phasepred
P62491	phasepred
Q12983	phasepred
Q8N684	phasepred
Q5T1M5	phasepred
P10398	phasepred
P04280	phasepred
Q9P2B7	phasepred
Q5VWQ8	phasepred
O15061	phasepred
Q9UMS6	phasepred
P54132	phasepred
Q14145	phasepred
Q92917	phasepred
Q70E73	phasepred
Q7Z3B3	phasepred
Q96PK6	phasepred
Q9NZ72	phasepred
Q7LBC6	phasepred
Q14686	phasepred
Q5T8P6	phasepred
Q86VM9	phasepred
P55197	phasepred
Q9NP98	phasepred
Q9H0D6	phasepred
Q9C0C2	phasepred
P26639	phasepred
P51114	phasepred
P38646	phasepred
Q9Y4H2	phasepred
P02675	phasepred
Q9NRY4	phasepred
Q9UQE7	phasepred
Q92793	phasepred
P49321	phasepred
P18887	phasepred
P22087	phasepred
Q8N3X1	phasepred
P28347	phasepred
Q8N6T3	phasepred
Q9ULL5	phasepred
Q6UUV9	phasepred
P20810	phasepred
P61006	phasepred
P05060	phasepred
Q9HCD5	phasepred
P24844	phasepred
P09651	phasepred
P02671	phasepred
P62241	phasepred
Q86V48	phasepred
Q9NS37	phasepred
Q14683	phasepred
P78347	phasepred
Q9P2M7	phasepred
P49023	phasepred
Q8NDT2	phasepred
Q9P0K7	phasepred
Q13796	phasepred
Q9HCH5	phasepred
P08247	phasepred
Q8N488	phasepred
O95071	phasepred
Q6ZTU2	phasepred
Q96C24	phasepred
Q9BWG4	phasepred
O14647	phasepred
Q13185	phasepred
P07900	phasepred
Q9H9C1	phasepred
P27448	phasepred
Q9Y490	phasepred
Q14444	phasepred
Q8IVL1	phasepred
Q9BUQ8	phasepred
P30622	phasepred
Q9NQW6	phasepred
Q9NXR1	phasepred
Q9H987	phasepred
P07910	phasepred
Q9NS56	phasepred
Q49MG5	phasepred
O95391	phasepred
Q15287	phasepred
Q8N3V7	phasepred
Q12906	phasepred
P47974	phasepred
P27824	phasepred
Q9UKE5	phasepred
Q53LP3	phasepred
Q8TBZ8	phasepred
P62258	phasepred
Q71DI3	phasepred
O75113	phasepred
P27986	phasepred
Q9UN86	phasepred
Q5M775	phasepred
Q9BRQ0	phasepred
Q8NB50	phasepred
Q9P1Y6	phasepred
P13645	phasepred
P30307	phasepred
P54259	phasepred
Q02539	phasepred
Q9UKI8	phasepred
P43403	phasepred
Q13761	phasepred
Q6Y7W6	phasepred
Q8NEF9	phasepred
P58317	phasepred
Q8IX07	phasepred
P08621	phasepred
O43164	phasepred
Q9UBV8	phasepred
Q9NPG3	phasepred
O94992	phasepred
Q8N5F7	phasepred
P10412	phasepred
P78352	phasepred
P02812	phasepred
O60292	phasepred
O15047	phasepred
O15231	phasepred
Q9H4M9	phasepred
Q14103	phasepred
P0DJD1	phasepred
P62277	phasepred
Q9Y2T7	phasepred
P09234	phasepred
O95678	phasepred
Q9BYG3	phasepred
P12277	phasepred
P54727	phasepred
Q9H307	phasepred
Q9Y6X9	phasepred
O15234	phasepred
Q14814	phasepred
Q9UHR4	phasepred
Q9BY44	phasepred
Q08211	phasepred
Q4LE39	phasepred
Q8N2M8	phasepred
Q99856	phasepred
Q14CS0	phasepred
Q92609	phasepred
O43707	phasepred
Q15311	phasepred
O60504	phasepred
P02686	phasepred
Q9NW75	phasepred
P33240	phasepred
Q86YZ3	phasepred
P11387	phasepred
Q14980	phasepred
P51531	phasepred
O60563	phasepred
P07305	phasepred
O95696	phasepred
Q9Y2D5	phasepred
Q13620	phasepred
Q9Y5A9	phasepred
Q12929	phasepred
P35637	phasepred
P20700	phasepred
Q14004	phasepred
Q96AT1	phasepred
O95171	phasepred
Q9BRD0	phasepred
Q08945	phasepred
Q9BQ61	phasepred
P31942	phasepred
Q9UKJ3	phasepred
Q9NUL3	phasepred
Q92930	phasepred
Q3KP31	phasepred
O95757	phasepred
P23246	phasepred
Q9UJA5	phasepred
Q96S59	phasepred
Q7Z2W4	phasepred
Q96BK5	phasepred
P17844	phasepred
O95684	phasepred
Q14141	phasepred
P25440	phasepred
P10163	phasepred
Q96B97	phasepred
Q9Y2W2	phasepred
P04259	phasepred
Q5JTV8	phasepred
Q15149	phasepred
Q96IF1	phasepred
P06241	phasepred
Q9NRZ9	phasepred
P10636	phasepred
Q05397	phasepred
P26038	phasepred
Q96ST3	phasepred
Q7Z460	phasepred
Q13523	phasepred
Q9Y4K1	phasepred
Q8N8L2	phasepred
Q6ZRV2	phasepred
O15409	phasepred
P78318	phasepred
O60812	phasepred
Q9P0L0	phasepred
O43166	phasepred
Q12948	phasepred
P0DMV8	phasepred
P98175	phasepred
Q8IZT6	phasepred
P35659	phasepred
P02768	phasepred
Q15672	phasepred
O95243	phasepred
O14964	phasepred
Q9Y388	phasepred
P55317	phasepred
O00264	phasepred
Q13310	phasepred
Q12968	phasepred
O95429	phasepred
Q03252	phasepred
P09874	phasepred
O15405	phasepred
P49454	phasepred
P35251	phasepred
Q9UNF0	phasepred
Q9UHR5	phasepred
P43699	phasepred
P14625	phasepred
A6NKT7	phasepred
P55072	phasepred
Q8WXE0	phasepred
Q86WB0	phasepred
Q86U86	phasepred
Q9UMZ2	phasepred
Q96HA1	phasepred
O60493	phasepred
Q8IY63	phasepred
Q9P2Q2	phasepred
Q8IZL2	phasepred
Q53ET0	phasepred
Q99502	phasepred
O14646	phasepred
Q9UQR1	phasepred
Q96MH2	phasepred
Q6IN85	phasepred
Q9P219	phasepred
Q9C0J8	phasepred
O43524	phasepred
Q3SY84	phasepred
P41236	phasepred
Q0VG99	phasepred
Q9NWM3	phasepred
Q15911	phasepred
Q6PJG2	phasepred
Q08999	phasepred
Q641Q2	phasepred
P54578	phasepred
P49756	phasepred
Q9H211	phasepred
Q86VQ1	phasepred
Q9H4A3	phasepred
Q9Y2J2	phasepred
P11171	phasepred
Q07889	phasepred
Q9P2E9	phasepred
Q99759	phasepred
O43670	phasepred
P20073	phasepred
Q5T6F2	phasepred
Q9H1B7	phasepred
O15392	phasepred
Q9BR39	phasepred
P48668	phasepred
Q9BU76	phasepred
O00159	phasepred
Q15464	phasepred
O00512	phasepred
Q16204	phasepred
P31749	phasepred
Q8WXF1	phasepred
P13693	phasepred
Q96SB4	phasepred
O00567	phasepred
P52737	phasepred
P28715	phasepred
Q06413	phasepred
P51957	phasepred
Q96T37	phasepred
P78364	phasepred
P81877	phasepred
Q8WWQ0	phasepred
P35900	phasepred
Q96RT1	phasepred
Q9ULD2	phasepred
O43493	phasepred
Q13546	phasepred
O95721	phasepred
P05412	phasepred
Q7Z6E9	phasepred
Q8WWM7	phasepred
Q9BUV0	phasepred
Q9UPU9	phasepred
Q969T9	phasepred
Q13439	phasepred
Q9P2D1	phasepred
Q9H089	phasepred
Q96SN8	phasepred
Q9HC44	phasepred
Q14680	phasepred
Q8NFZ5	phasepred
P21291	phasepred
Q6P6C2	phasepred
P08727	phasepred
Q8NI08	phasepred
P40818	phasepred
Q9Y446	phasepred
Q15007	phasepred
Q9UBC2	phasepred
Q53F19	phasepred
Q6VY07	phasepred
P35611	phasepred
Q07020	phasepred
O00515	phasepred
Q8IX03	phasepred
Q9Y6N9	phasepred
O60832	phasepred
P11021	phasepred
O75179	phasepred
Q14978	phasepred
Q86W92	phasepred
Q8IVL0	phasepred
Q15025	phasepred
Q9NVW2	phasepred
Q86XL3	phasepred
P08779	phasepred
Q7Z591	phasepred
Q9HAF1	phasepred
Q6UVJ0	phasepred
O75444	phasepred
Q9Y266	phasepred
Q00653	phasepred
O75420	phasepred
Q9UKY7	phasepred
Q09472	phasepred
Q06945	phasepred
Q16650	phasepred
Q02880	phasepred
Q9P275	phasepred
Q9P242	phasepred
P35269	phasepred
O43663	phasepred
Q9NR12	phasepred
Q8NE71	phasepred
Q09666	phasepred
Q12778	phasepred
P22626	phasepred
Q92934	phasepred
Q9UGU0	phasepred
Q92614	phasepred
Q9BVS4	phasepred
Q9UHY8	phasepred
Q9H3P7	phasepred
P16885	phasepred
Q63HR2	phasepred
Q04637	phasepred
P31483	phasepred
Q6NYC1	phasepred
Q96RN5	phasepred
Q9ULK2	phasepred
P29084	phasepred
Q13247	phasepred
Q9H4L5	phasepred
Q9NPI1	phasepred
Q96HC4	phasepred
Q15047	phasepred
Q7KZ85	phasepred
P26373	phasepred
P29374	phasepred
Q92922	phasepred
Q96D71	phasepred
P82094	phasepred
O75821	phasepred
P12956	phasepred
Q7Z794	phasepred
P42568	phasepred
O60264	phasepred
Q9UN79	phasepred
P13667	phasepred
O75554	phasepred
Q13283	phasepred
P06748	phasepred
P16402	phasepred
Q99442	phasepred
Q02790	phasepred
Q9NWZ8	phasepred
P42167	phasepred
P11142	phasepred
P43243	phasepred
Q8TAP9	phasepred
P39023	phasepred
Q14677	phasepred
Q8IYW5	phasepred
Q14202	phasepred
Q15056	phasepred
Q8NAV1	phasepred
Q32P51	phasepred
Q8WWK9	phasepred
Q6JBY9	phasepred
Q9GZQ8	phasepred
P52943	phasepred
Q96AE4	phasepred
Q8WW12	phasepred
Q8IZ21	phasepred
P08708	phasepred
O94913	phasepred
Q99459	phasepred
Q9NW64	phasepred
Q13823	phasepred
P27816	phasepred
Q1ED39	phasepred
Q9H0H5	phasepred
Q8N9Q2	phasepred
P30304	phasepred
Q8IYL3	phasepred
P22059	phasepred
Q9UJU6	phasepred
O75533	phasepred
Q96I25	phasepred
P13646	phasepred
Q8IX12	phasepred
Q9NZN8	phasepred
Q9Y4G8	phasepred
Q6PJT7	phasepred
Q9NX58	phasepred
O94892	phasepred
O15164	phasepred
Q96C57	phasepred
P05455	phasepred
P42680	phasepred
O94988	phasepred
P46527	phasepred
Q9BX66	phasepred
O60216	phasepred
Q9H2Y7	phasepred
Q8TBA6	phasepred
Q56P03	phasepred
P07947	phasepred
Q9BYW2	phasepred
Q9Y2H5	phasepred
Q92785	phasepred
P15498	phasepred
Q9H201	phasepred
Q9BXS6	phasepred
Q9Y314	phasepred
O15381	phasepred
A7MCY6	phasepred
Q6P0N0	phasepred
Q9UKM9	phasepred
Q9Y6I3	phasepred
Q9P206	phasepred
Q71F23	phasepred
Q99501	phasepred
O43719	phasepred
Q9NUQ6	phasepred
P62753	phasepred
Q9BQ15	phasepred
Q15652	phasepred
Q16695	phasepred
Q14324	phasepred
Q96T58	phasepred
Q9BWW4	phasepred
Q86XP3	phasepred
Q86XZ4	phasepred
Q9H992	phasepred
O75190	phasepred
Q86X95	phasepred
Q9NPI6	phasepred
Q99666	phasepred
Q8WUF5	phasepred
Q86SQ0	phasepred
Q15797	phasepred
P62280	phasepred
Q9UHD1	phasepred
Q6PD62	phasepred
Q9UI08	phasepred
O15541	phasepred
O00401	phasepred
Q7L590	phasepred
Q9Y6Q9	phasepred
Q15942	phasepred
Q9NR30	phasepred
Q14C86	phasepred
Q96GA3	phasepred
Q9HBM6	phasepred
Q6WKZ4	phasepred
Q68CP9	phasepred
P15924	phasepred
Q5SZQ8	phasepred
Q9NQS7	phasepred
Q9Y3S2	phasepred
P78332	phasepred
Q9Y448	phasepred
P06239	phasepred
P53992	phasepred
Q7Z3J3	phasepred
P28290	phasepred
P52948	phasepred
Q8ND83	phasepred
O75376	phasepred
Q02446	phasepred
P13647	phasepred
O43463	phasepred
Q9UMX0	phasepred
Q9Y261	phasepred
O14686	phasepred
Q15599	phasepred
Q14134	phasepred
Q9NSI8	phasepred
Q9P0U3	phasepred
Q96C19	phasepred
P38432	phasepred
Q8WU79	phasepred
P49736	phasepred
P40429	phasepred
Q14934	phasepred
Q63HQ0	phasepred
Q5VV67	phasepred
O00418	phasepred
Q7L804	phasepred
Q14847	phasepred
Q92841	phasepred
Q9HAW4	phasepred
P49585	phasepred
P38159	phasepred
Q12797	phasepred
Q66PJ3	phasepred
Q86US8	phasepred
Q8N114	phasepred
Q52LW3	phasepred
P52756	phasepred
Q8IWZ8	phasepred
P58012	phasepred
P15408	phasepred
Q92738	phasepred
Q92576	phasepred
O94880	phasepred
P55010	phasepred
Q6KC79	phasepred
Q9NZW4	phasepred
O60927	phasepred
Q14247	phasepred
Q9H910	phasepred
P46100	phasepred
Q15398	phasepred
Q2NKX8	phasepred
Q8IUD2	phasepred
Q96L91	phasepred
Q13242	phasepred
Q9BRL6	phasepred
P55196	phasepred
Q4VC05	phasepred
O00566	phasepred
O76021	phasepred
Q5UIP0	phasepred
P54253	phasepred
O60716	phasepred
P25685	phasepred
P23528	phasepred
Q9Y2X7	phasepred
Q7L2J0	phasepred
Q2M2I8	phasepred
P22492	phasepred
Q13586	phasepred
Q9H7P9	phasepred
P60484	phasepred
Q13427	phasepred
P55316	phasepred
Q01543	phasepred
Q9BYB0	phasepred
P11388	phasepred
Q9UHB7	phasepred
Q6DN90	phasepred
P50995	phasepred
Q9UK58	phasepred
O15027	phasepred
Q9BZF1	phasepred
P21333	phasepred
Q9UNH5	phasepred
O43399	phasepred
P78317	phasepred
Q13206	phasepred
Q9H0L4	phasepred
Q9NTZ6	phasepred
Q8TDD2	phasepred
Q6W2J9	phasepred
P36915	phasepred
P48382	phasepred
Q8N6H7	phasepred
Q9ULX6	phasepred
O75683	phasepred
P49760	phasepred
P00519	phasepred
P19429	phasepred
P07237	phasepred
O94929	phasepred
P12931	phasepred
Q13094	phasepred
Q9UKV8	phasepred
P62995	phasepred
P52597	phasepred
Q6VN20	phasepred
Q9Y6X4	phasepred
O95292	phasepred
P09543	phasepred
Q6PGN9	phasepred
Q9BXB5	phasepred
O43237	phasepred
Q86V81	phasepred
Q2KHR2	phasepred
O95487	phasepred
Q9UPT8	phasepred
Q9Y6W5	phasepred
P46937	phasepred
Q9Y6M1	phasepred
Q9NZM1	phasepred
P42858	phasepred
Q8IVH2	phasepred
Q15233	phasepred
Q8TAQ2	phasepred
O75122	phasepred
O00151	phasepred
Q9NYB9	phasepred
P49959	phasepred
P33241	phasepred
Q12874	phasepred
P05787	phasepred
P56524	phasepred
P54105	phasepred
Q9BTC0	phasepred
Q08AD1	phasepred
O43390	phasepred
Q9UBU7	phasepred
Q76L83	phasepred
P80723	phasepred
Q9UNF1	phasepred
Q6NYC8	phasepred
Q13131	phasepred
P52298	phasepred
A8CG34	phasepred
P08567	phasepred
P26599	phasepred
P41743	phasepred
Q9ULW0	phasepred
Q14566	phasepred
P04632	phasepred
Q9UPA5	phasepred
Q9C0K0	phasepred
Q9NZJ0	phasepred
P09016	phasepred
P63104	phasepred
Q9UER7	phasepred
Q5T8I3	phasepred
Q9ULM3	phasepred
O60506	phasepred
Q9H6F5	phasepred
Q96L93	phasepred
Q92541	phasepred
Q96I24	phasepred
Q9UKX7	phasepred
P35658	phasepred
Q9P0L2	phasepred
Q16666	phasepred
O15226	phasepred
Q71RC2	phasepred
P22670	phasepred
P05549	phasepred
P78344	phasepred
P20265	phasepred
Q14694	phasepred
Q13123	phasepred
Q12830	phasepred
Q86U42	phasepred
O94979	phasepred
Q96PY6	phasepred
P23769	phasepred
Q9Y2U8	phasepred
Q96L92	phasepred
Q13148	phasepred
O60271	phasepred
Q8N8S7	phasepred
Q68EM7	phasepred
Q13526	phasepred
Q9BYG5	phasepred
Q15427	phasepred
P24534	phasepred
Q5T5P2	phasepred
Q92734	phasepred
Q99496	phasepred
Q96T51	phasepred
Q05209	phasepred
Q14498	phasepred
Q9H8G2	phasepred
P0DPB3	phasepred
P45974	phasepred
Q6XZF7	phasepred
O60934	phasepred
Q96EV2	phasepred
Q5VZL5	phasepred
Q01081	phasepred
Q5JSH3	phasepred
P0DJD0	phasepred
O43768	phasepred
Q9NV56	phasepred
Q8IZP0	phasepred
Q9Y3P9	phasepred
Q5BKY9	phasepred
Q01196	phasepred
P46087	phasepred
Q9Y4E8	phasepred
O15117	phasepred
P39880	phasepred
A0MZ66	phasepred
P11940	phasepred
P51532	phasepred
Q13243	phasepred
Q96S38	phasepred
Q92615	phasepred
P41225	phasepred
Q86UY5	phasepred
Q16625	phasepred
Q5VZ89	phasepred
O95409	phasepred
P50616	phasepred
Q8NDV7	phasepred
Q9GZV5	phasepred
Q16630	phasepred
Q07157	phasepred
P04156	phasepred
Q99733	phasepred
P48436	phasepred
O43365	phasepred
P20930	phasepred
Q06787	phasepred
O75494	phasepred
Q13136	phasepred
O94855	phasepred
P0CG12	phasepred
P30260	phasepred
P02810	phasepred
O60861	phasepred
P24588	phasepred
Q05086	phasepred
Q01082	phasepred
Q9H2G2	phasepred
O94885	phasepred
Q7Z3G6	phasepred
Q14684	phasepred
P18146	phasepred
Q659C4	phasepred
Q9P2R6	phasepred
Q15517	phasepred
P31948	phasepred
Q9BWF3	phasepred
Q2TB10	phasepred
P23771	phasepred
Q15648	phasepred
P62987	phasepred
O00193	phasepred
Q86X29	phasepred
Q9UPP1	phasepred
Q96C90	phasepred
Q6P435	phasepred
P50479	phasepred
Q9C086	phasepred
Q8WUM4	phasepred
Q9HC77	phasepred
Q06587	phasepred
O96017	phasepred
Q5VZ18	phasepred
P19525	phasepred
Q8N556	phasepred
Q92622	phasepred
O60293	phasepred
Q8IWS0	phasepred
P50552	phasepred
P62979	phasepred
P31947	phasepred
Q5SW79	phasepred
Q14241	phasepred
O75044	phasepred
Q8IY57	phasepred
Q13043	phasepred
Q9UDT6	phasepred
Q9NSC5	phasepred
P20591	phasepred
Q13151	phasepred
Q9UKX2	phasepred
P55201	phasepred
Q9Y2X3	phasepred
Q9BXK1	phasepred
P04150	phasepred
Q7Z417	phasepred
Q53SF7	phasepred
Q7Z739	phasepred
O15355	phasepred
Q12872	phasepred
B3KS81	phasepred
Q9Y3B9	phasepred
Q9Y2K5	phasepred
O94906	phasepred
Q07065	phasepred
Q5VT06	phasepred
Q8N972	phasepred
Q9HC52	phasepred
Q96JK9	phasepred
Q8N9T8	phasepred
Q9P0J7	phasepred
Q8NCD3	phasepred
Q8NC56	phasepred
Q00994	phasepred
Q99729	phasepred
Q14687	phasepred
Q05193	phasepred
Q9Y3Y4	phasepred
P54278	phasepred
Q6NZI2	phasepred
Q03164	phasepred
P23497	phasepred
Q5FBB7	phasepred
Q14839	phasepred
O00444	phasepred
Q5T5U3	phasepred
Q96RK0	phasepred
Q9UHB6	phasepred
Q92598	phasepred
Q01860	phasepred
Q9H3D4	phasepred
O60870	phasepred
O75152	phasepred
Q7RTS7	phasepred
P36578	phasepred
Q5BKZ1	phasepred
Q32MZ4	phasepred
P27987	phasepred
Q49A88	phasepred
Q9BY42	phasepred
Q01850	phasepred
Q8IX21	phasepred
Q08495	phasepred
Q9UKS6	phasepred
Q5VT25	phasepred
Q7Z628	phasepred
Q96IZ7	phasepred
Q6IBW4	phasepred
Q8N5C8	phasepred
P08651	phasepred
Q14574	phasepred
Q9P270	phasepred
P19338	phasepred
P34932	phasepred
Q99590	phasepred
Q05519	phasepred
P33991	phasepred
Q99457	phasepred
Q96EP5	phasepred
O95218	phasepred
Q7Z429	phasepred
Q7Z2K8	phasepred
Q96K76	phasepred
Q9Y4B5	phasepred
Q96QC0	phasepred
Q8N128	phasepred
O94875	phasepred
Q96MU7	phasepred
Q5T5X7	phasepred
P57682	phasepred
P48681	phasepred
O96013	phasepred
Q9UK61	phasepred
Q9BVA1	phasepred
P55209	phasepred
Q9Y6K9	phasepred
Q14781	phasepred
P0C0S8	phasepred
P29966	phasepred
Q96B18	phasepred
O15530	phasepred
P08670	phasepred
P31689	phasepred
Q86X51	phasepred
Q96DU9	phasepred
Q14966	phasepred
Q96JY6	phasepred
Q8N4X5	phasepred
P37802	phasepred
P14866	phasepred
Q07666	phasepred
Q5JSZ5	phasepred
P40222	phasepred
Q8IX90	phasepred
Q04118	phasepred
Q9UQF2	phasepred
Q5TGY3	phasepred
Q7L014	phasepred
P30414	phasepred
P20264	phasepred
Q8IWI9	phasepred
Q9NZT2	phasepred
Q562F6	phasepred
Q01085	phasepred
Q01518	phasepred
Q9H814	phasepred
Q9BYJ9	phasepred
A6ND36	phasepred
P04083	phasepred
O14777	phasepred
Q9NY61	phasepred
P01106	phasepred
P35579	phasepred
Q76FK4	phasepred
O95232	phasepred
Q8IWX8	phasepred
Q8N1G2	phasepred
Q9BQE9	phasepred
Q92997	phasepred
Q4G0J3	phasepred
Q14669	phasepred
P46821	phasepred
Q99504	phasepred
P12883	phasepred
Q02410	phasepred
P03372	phasepred
Q02952	phasepred
Q00872	phasepred
P09038	phasepred
Q04726	phasepred
Q8TDD1	phasepred
Q6PL18	phasepred
Q96PU5	phasepred
O15042	phasepred
Q8NHG8	phasepred
Q12888	phasepred
Q9UPQ9	phasepred
O75962	phasepred
P25686	phasepred
Q969M3	phasepred
P35908	phasepred
Q9H4G0	phasepred
P33981	phasepred
Q03188	phasepred
P38936	phasepred
Q16643	phasepred
Q15361	phasepred
Q8NDX5	phasepred
O43852	phasepred
P26196	phasepred
Q15154	phasepred
P54274	phasepred
P40337	phasepred
O15085	phasepred
Q01851	phasepred
P51991	phasepred
P26583	phasepred
Q96G74	phasepred
P52926	phasepred
Q13835	phasepred
Q9H1E3	phasepred
P12270	phasepred
Q9UBL0	phasepred
Q5VTL8	phasepred
Q53HL2	phasepred
Q9UJM3	phasepred
Q7Z699	phasepred
Q6UN15	phasepred
Q9P266	phasepred
Q1KMD3	phasepred
P37275	phasepred
Q96FF9	phasepred
Q9UKV3	phasepred
Q8IU60	phasepred
P17275	phasepred
Q9NXE8	phasepred
Q00587	phasepred
Q15697	phasepred
P08729	phasepred
Q92974	phasepred
P50402	phasepred
Q9BXP5	phasepred
Q8TE68	phasepred
Q8NFC6	phasepred
Q9BQ39	phasepred
P19012	phasepred
O15446	phasepred
Q9UHD9	phasepred
O60238	phasepred
P24928	phasepred
P62993	phasepred
Q96JP5	phasepred
Q96E39	phasepred
P25054	phasepred
Q96RL1	phasepred
Q13501	phasepred
O75940	phasepred
Q6PKG0	phasepred
Q13330	phasepred
O75410	phasepred
Q9UDY2	phasepred
Q13627	phasepred
Q96QR8	phasepred
P23588	phasepred
P61978	phasepred
Q08378	phasepred
Q9Y6G9	phasepred
Q04695	phasepred
P78337	phasepred
O95677	phasepred
Q5W0B1	phasepred
Q9BT25	phasepred
P15170	phasepred
Q01130	phasepred
Q6P1L5	phasepred
Q9Y3X0	phasepred
Q9NS91	phasepred
O14641	phasepred
P39748	phasepred
Q14289	phasepred
Q9NWQ8	phasepred
P02792	phasepred
Q96GX5	phasepred
O00161	phasepred
Q92551	phasepred
Q13263	phasepred
Q96TC7	phasepred
Q8TF72	phasepred
O14757	phasepred
Q9NXR8	phasepred
P26368	phasepred
O14497	phasepred
Q15075	phasepred
Q9NZB2	phasepred
P48431	phasepred
O00139	phasepred
Q9Y2X9	phasepred
Q3V6T2	phasepred
Q8NDD1	phasepred
Q9HC10	phasepred
P25205	phasepred
O43290	phasepred
O43561	phasepred
Q13480	phasepred
Q02241	phasepred
Q9BV36	phasepred
Q13950	phasepred
P45973	phasepred
P56945	phasepred
O75151	phasepred
Q6NT76	phasepred
O94811	phasepred
P42694	phasepred
P29375	phasepred
Q9UK76	phasepred
P17029	phasepred
O95819	phasepred
Q8N4C8	phasepred
Q08170	phasepred
Q96JC9	phasepred
O14715	phasepred
Q9NP61	phasepred
P08047	phasepred
P06744	phasepred
Q96T23	phasepred
Q9BXL5	phasepred
O00257	phasepred
Q8IWC1	phasepred
Q92835	phasepred
Q5D862	phasepred
Q9GZY8	phasepred
Q9P267	phasepred
O14974	phasepred
Q8NFD5	phasepred
P43405	phasepred
Q9ULU4	phasepred
Q12857	phasepred
Q8IY81	phasepred
P17600	phasepred
O95810	phasepred
Q9UJF2	phasepred
O60664	phasepred
O75381	phasepred
Q6ICG6	phasepred
O75496	phasepred
B5ME19	phasepred
Q01844	phasepred
Q9UPW0	phasepred
Q96GN5	phasepred
Q5T0W9	phasepred
Q12873	phasepred
Q8WVK2	phasepred
Q9H0G5	phasepred
Q9BRQ6	phasepred
Q9UHG0	phasepred
O95049	phasepred
Q5T8D3	phasepred
Q10571	phasepred
Q8N3D4	phasepred
P24666	phasepred
P16403	phasepred
P51955	phasepred
Q9BUJ2	phasepred
Q2KHR3	phasepred
Q9Y5K6	phasepred
Q8TAD8	phasepred
P13861	phasepred
Q9BVJ6	phasepred
P27797	phasepred
Q7L4I2	phasepred
Q06124	phasepred
Q9NYJ8	phasepred
P54725	phasepred
P07197	phasepred
P49792	phasepred
Q15059	phasepred
Q5VSY0	phasepred
Q7L7X3	phasepred
P50570	phasepred
O94964	phasepred
Q08752	literature
Q96NY9	literature
Q13247	literature
Q8IZH2	literature
P63279	literature
Q9Y2W1	literature
Q495M9	literature
P51608	literature
O94818	literature
Q16637	literature
Q9Y580	literature
Q6ZN04	literature
Q9Y4E5	literature
O75554	literature
Q14011	literature
Q13283	literature
P06748	literature
Q96FC9	literature
Q14739	literature
Q9UKD2	literature
P11142	literature
Q9NPH5	literature
P43243	literature
Q8WV28	literature
Q15643	literature
P36873	literature
Q13435	literature
Q9HBD1	literature
Q9BPY3	literature
Q32P51	literature
P20226	literature
Q8WWY3	literature
Q9GZQ8	literature
Q5H9S7	literature
Q8NEJ9	literature
Q8TCF1	literature
Q99607	literature
Q9NR00	literature
Q9NRN9	literature
Q96FQ6	literature
O00571	literature
Q99459	literature
Q13823	literature
Q9NR21	literature
A4D1E9	literature
O60318	literature
P17480	literature
Q9H633	literature
P16401	literature
O75533	literature
Q8NI36	literature
O60885	literature
P27694	literature
Q8ND90	literature
Q9BSJ6	literature
Q14191	literature
Q6PJT7	literature
Q9NX58	literature
Q504Q3	literature
Q9Y3B2	literature
Q96RS0	literature
Q8NB46	literature
Q9HCE1	literature
Q9Y3Y2	literature
Q75N03	literature
Q9NRR4	literature
Q96AY2	literature
Q9Y4C8	literature
