uniprot_entry	source
Q9BRK5	deepphase
P49790	deepphase
Q08722	deepphase
P14384	deepphase
P29144	deepphase
P54252	deepphase
Q8IY47	deepphase
Q8N441	deepphase
Q9NWH9	deepphase
Q9NSY1	deepphase
Q68D91	deepphase
Q4VX76	deepphase
Q8NEM7	deepphase
Q9NTJ3	deepphase
Q96Q80	deepphase
Q8NCN4	deepphase
P18847	deepphase
Q13596	deepphase
Q9H582	deepphase
Q9H6L2	deepphase
O95170	deepphase
Q9BXY0	deepphase
P20585	deepphase
Q96K37	deepphase
Q8NCA5	deepphase
Q9UK13	deepphase
Q9ULV5	deepphase
P24557	deepphase
C9JFL3	deepphase
Q9H668	deepphase
Q32P28	deepphase
O75173	deepphase
Q8IVW4	deepphase
Q53H12	deepphase
Q9H1K0	deepphase
Q8N7C4	deepphase
Q9Y2E4	deepphase
Q9BSK1	deepphase
P30837	deepphase
Q9BXQ6	deepphase
Q9P2E2	deepphase
Q5SSJ5	deepphase
Q6ZMW2	deepphase
P49069	deepphase
Q5VXU9	deepphase
Q6IAA8	deepphase
Q8WXS4	deepphase
Q8N3C7	deepphase
Q8NF99	deepphase
P08238	deepphase
P56179	deepphase
Q96N21	deepphase
Q05925	deepphase
Q14257	deepphase
O75459	deepphase
Q68EN5	deepphase
O43543	deepphase
Q9H7L9	deepphase
P31150	deepphase
Q9NVM4	deepphase
P0C870	deepphase
Q13395	deepphase
Q6P9F0	deepphase
Q9NYY3	deepphase
P05111	deepphase
P46013	deepphase
Q9P021	deepphase
Q13163	deepphase
Q6UWE3	deepphase
Q9HAN9	deepphase
Q6IA86	deepphase
Q9BXM0	deepphase
Q9P2B4	deepphase
P34931	deepphase
P51815	deepphase
Q8IV56	deepphase
Q14264	deepphase
P23743	deepphase
P15927	deepphase
Q9UKM7	deepphase
Q9H1J7	deepphase
Q8N8Y5	deepphase
Q9NPR9	deepphase
P49746	deepphase
Q14573	deepphase
Q86VR2	deepphase
P25445	deepphase
P07199	deepphase
Q86VP1	deepphase
Q7L8W6	deepphase
A6NDV4	deepphase
Q9UGP4	deepphase
P06702	deepphase
Q86WP2	deepphase
P48643	deepphase
Q9H8J5	deepphase
O15516	deepphase
Q9Y485	deepphase
O15315	deepphase
Q8N163	deepphase
Q8WV22	deepphase
Q6QNY0	deepphase
Q8NFZ8	deepphase
Q15853	deepphase
Q9BUP0	deepphase
Q9H0S4	deepphase
Q9UK39	deepphase
Q03989	deepphase
P30101	deepphase
P35226	deepphase
Q8WX92	deepphase
Q9HCQ5	deepphase
Q9HAW0	deepphase
Q99570	deepphase
Q00526	deepphase
Q92947	deepphase
Q13573	deepphase
P41218	deepphase
Q9NRX2	deepphase
Q9UBZ4	deepphase
Q9C0D7	deepphase
Q9Y6P5	deepphase
P48730	deepphase
Q9UHN1	deepphase
P17980	deepphase
Q9NVH2	deepphase
Q6P499	deepphase
P68871	deepphase
Q8N4F0	deepphase
O15503	deepphase
Q7Z402	deepphase
Q8IX29	deepphase
Q9Y3T9	deepphase
O43929	deepphase
A6NIK2	deepphase
O75052	deepphase
P48739	deepphase
Q9NWT8	deepphase
Q70E73	deepphase
Q96PK6	deepphase
P22307	deepphase
P07306	deepphase
Q8N131	deepphase
Q9H2T7	deepphase
Q9BWX1	deepphase
Q9NZ32	deepphase
O95202	deepphase
Q13838	deepphase
P48547	deepphase
P51149	deepphase
Q96QD5	deepphase
Q5T6V5	deepphase
Q9NRY4	deepphase
Q6Q6R5	deepphase
Q8TAG9	deepphase
Q8IXN7	deepphase
A6NDG6	deepphase
Q8N6T3	deepphase
Q5VZ46	deepphase
Q8NEM0	deepphase
O75817	deepphase
Q08174	deepphase
P43490	deepphase
P54136	deepphase
Q15437	deepphase
Q6P1N0	deepphase
A6NH11	deepphase
Q6IPT2	deepphase
Q13948	deepphase
Q8N393	deepphase
Q7Z3F1	deepphase
Q8NDX6	deepphase
Q99676	deepphase
Q9H0R4	deepphase
Q86V48	deepphase
Q96CC6	deepphase
P49023	deepphase
P09067	deepphase
Q96A61	deepphase
O14977	deepphase
Q9NPJ6	deepphase
Q03701	deepphase
Q6AI12	deepphase
Q7L190	deepphase
Q13185	deepphase
P36402	deepphase
Q9NVX7	deepphase
Q86VI3	deepphase
Q04741	deepphase
Q9BUQ8	deepphase
Q5TAP6	deepphase
Q9H987	deepphase
A6NM11	deepphase
O95391	deepphase
P17936	deepphase
Q9BW30	deepphase
Q9GZV4	deepphase
O95602	deepphase
Q16665	deepphase
P31323	deepphase
P56182	deepphase
P27986	deepphase
Q96BH1	deepphase
Q8IYE0	deepphase
P30307	deepphase
Q9P1U0	deepphase
Q93075	deepphase
Q96DA0	deepphase
Q13137	deepphase
Q8IX07	deepphase
Q9Y6A5	deepphase
Q5T2E6	deepphase
Q93074	deepphase
Q6NVY1	deepphase
A6NN90	deepphase
O15054	deepphase
O43318	deepphase
P50221	deepphase
Q9BTY7	deepphase
Q8NFJ5	deepphase
Q9Y2T7	deepphase
P25705	deepphase
Q6UX71	deepphase
Q7Z3E2	deepphase
Q9NVE5	deepphase
Q9Y5L2	deepphase
Q14CW9	deepphase
Q9NSI2	deepphase
P69892	deepphase
Q9H2S9	deepphase
Q9H307	deepphase
Q14814	deepphase
Q07954	deepphase
Q08211	deepphase
Q96MP5	deepphase
P35916	deepphase
Q9HCM7	deepphase
Q9NX95	deepphase
Q9NSD4	deepphase
Q3B726	deepphase
Q6NXT6	deepphase
P11387	deepphase
O95759	deepphase
Q9ULM0	deepphase
Q9NUL5	deepphase
P22570	deepphase
P17022	deepphase
Q9Y616	deepphase
Q8IUR0	deepphase
Q96BW1	deepphase
P35637	deepphase
P20700	deepphase
A9UHW6	deepphase
Q9NX05	deepphase
O00303	deepphase
P01303	deepphase
Q5TYM5	deepphase
Q9Y467	deepphase
Q02040	deepphase
Q8WUD6	deepphase
Q96S79	deepphase
P82987	deepphase
O95985	deepphase
Q6P9G0	deepphase
Q8NFU5	deepphase
Q5TID7	deepphase
P26038	deepphase
Q92794	deepphase
Q9Y6H3	deepphase
P24593	deepphase
Q9NX04	deepphase
P60983	deepphase
Q9NZH6	deepphase
P12074	deepphase
Q9BY76	deepphase
P01009	deepphase
P06730	deepphase
Q96BP3	deepphase
Q86T82	deepphase
Q8WU67	deepphase
Q15650	deepphase
O94805	deepphase
O95243	deepphase
O14964	deepphase
Q8IWD4	deepphase
Q9Y6V0	deepphase
O00264	deepphase
Q9NUT2	deepphase
Q9NXG6	deepphase
Q09FC8	deepphase
Q9UBX2	deepphase
Q9UNH7	deepphase
P18846	deepphase
P49795	deepphase
P51659	deepphase
Q06495	deepphase
Q9BSC4	deepphase
O75144	deepphase
Q14526	deepphase
Q4KMG9	deepphase
P07992	deepphase
Q6P9A3	deepphase
Q9NR48	deepphase
Q9NYH9	deepphase
Q4ZHG4	deepphase
P62328	deepphase
Q8WXI2	deepphase
Q7L1Q6	deepphase
Q9NPY3	deepphase
Q8IZL2	deepphase
Q969F1	deepphase
Q12951	deepphase
Q96A65	deepphase
Q8WXA9	deepphase
Q6IN85	deepphase
Q9UKK9	deepphase
O15539	deepphase
Q8IZE3	deepphase
Q15726	deepphase
Q9Y5G2	deepphase
Q13705	deepphase
Q9UBP5	deepphase
Q9NPA1	deepphase
Q9BWV1	deepphase
P10589	deepphase
Q641Q2	deepphase
O00194	deepphase
Q6ZNX1	deepphase
Q9GZP1	deepphase
Q9NZM5	deepphase
Q07889	deepphase
P68106	deepphase
Q6ZTQ4	deepphase
Q86YR5	deepphase
Q8WTT2	deepphase
Q14929	deepphase
P98173	deepphase
O15259	deepphase
Q13342	deepphase
Q13145	deepphase
O00559	deepphase
O14524	deepphase
Q15527	deepphase
O00567	deepphase
Q8IZ16	deepphase
Q8IV03	deepphase
A8K855	deepphase
Q7Z713	deepphase
Q8WWQ0	deepphase
Q00013	deepphase
O43493	deepphase
Q8NA47	deepphase
Q8WTV1	deepphase
Q9BVW5	deepphase
Q96QA5	deepphase
Q68DC2	deepphase
Q7Z6E9	deepphase
Q8IYT3	deepphase
Q8WYB5	deepphase
P09913	deepphase
Q9HAB8	deepphase
Q99435	deepphase
Q7Z7J7	deepphase
Q9NS85	deepphase
P02765	deepphase
O43196	deepphase
P43358	deepphase
Q6ZU67	deepphase
Q8IWU2	deepphase
Q9NRS6	deepphase
P35232	deepphase
Q8IV45	deepphase
P27701	deepphase
P17302	deepphase
P49918	deepphase
Q14584	deepphase
Q9H147	deepphase
Q86YD3	deepphase
Q13887	deepphase
Q8WTS6	deepphase
Q9NP64	deepphase
Q9UKY7	deepphase
Q9NPE3	deepphase
O43278	deepphase
Q5T700	deepphase
Q99622	deepphase
O60911	deepphase
Q68CL5	deepphase
Q7L8C5	deepphase
Q7RTV3	deepphase
Q86TG1	deepphase
Q8IY85	deepphase
P02042	deepphase
P09172	deepphase
Q9NQT4	deepphase
Q92915	deepphase
O14772	deepphase
Q3T8J9	deepphase
Q9UFC0	deepphase
P20908	deepphase
Q9H3P7	deepphase
Q04637	deepphase
P11277	deepphase
Q96D71	deepphase
P82094	deepphase
Q8IYK4	deepphase
Q1RMZ1	deepphase
P38117	deepphase
Q8WU10	deepphase
Q9BXC1	deepphase
Q6DHY5	deepphase
O95424	deepphase
Q494X3	deepphase
Q6NUM9	deepphase
Q9Y675	deepphase
P00395	deepphase
Q9BQS2	deepphase
P11142	deepphase
P35626	deepphase
Q14677	deepphase
Q01780	deepphase
Q7RTT5	deepphase
Q15056	deepphase
O95198	deepphase
Q8N5B7	deepphase
Q9BUH8	deepphase
Q96SW2	deepphase
Q96MV1	deepphase
P51610	deepphase
P30838	deepphase
Q9NYM9	deepphase
Q8N883	deepphase
Q13823	deepphase
O00592	deepphase
Q659A1	deepphase
Q9Y6J8	deepphase
Q9H0H5	deepphase
Q8TBK6	deepphase
P22059	deepphase
P49755	deepphase
P25098	deepphase
Q9ULP0	deepphase
Q9H936	deepphase
Q6PJT7	deepphase
O75436	deepphase
Q5VZE5	deepphase
Q14562	deepphase
Q96C57	deepphase
Q9GZU3	deepphase
Q9Y3B2	deepphase
O94988	deepphase
Q8IZ69	deepphase
O95486	deepphase
Q9BS40	deepphase
P14649	deepphase
O15062	deepphase
Q9UEW3	deepphase
P28799	deepphase
O95834	deepphase
Q15750	deepphase
Q8TBA6	deepphase
Q56P03	deepphase
P62847	deepphase
Q9BRJ6	deepphase
Q9H201	deepphase
Q86VN1	deepphase
Q494U1	deepphase
Q9BYP7	deepphase
Q9UN36	deepphase
P17066	deepphase
Q12767	deepphase
Q9UNY5	deepphase
Q15345	deepphase
Q8WUP2	deepphase
Q8N819	deepphase
P35125	deepphase
P98164	deepphase
Q9Y227	deepphase
Q71F23	deepphase
Q9BVK8	deepphase
Q9H9L4	deepphase
Q9NUQ6	deepphase
A8MQ03	deepphase
P80303	deepphase
Q09013	deepphase
P42331	deepphase
P22083	deepphase
Q9H8L6	deepphase
Q86WR6	deepphase
Q6UW63	deepphase
Q00169	deepphase
P51828	deepphase
Q9NY64	deepphase
Q9NR30	deepphase
P41214	deepphase
Q4G0N7	deepphase
Q08050	deepphase
Q9Y244	deepphase
Q92819	deepphase
Q9P086	deepphase
Q9NQS7	deepphase
P32121	deepphase
Q13011	deepphase
O75934	deepphase
Q92569	deepphase
Q9BZE9	deepphase
Q9UHJ6	deepphase
Q9H299	deepphase
Q9UPV0	deepphase
P52948	deepphase
O94808	deepphase
A6NK89	deepphase
Q9BU02	deepphase
O15131	deepphase
Q14376	deepphase
Q53FD0	deepphase
P38432	deepphase
Q7L523	deepphase
O94842	deepphase
P15172	deepphase
Q8NBA8	deepphase
Q8IWB1	deepphase
Q6P2C8	deepphase
Q86US8	deepphase
Q8IXJ9	deepphase
P04629	deepphase
O95922	deepphase
Q92563	deepphase
O00187	deepphase
P49748	deepphase
Q05048	deepphase
Q6KC79	deepphase
O60927	deepphase
Q86TJ5	deepphase
Q8TAE7	deepphase
Q9ULZ2	deepphase
Q68E01	deepphase
Q8IUD2	deepphase
Q9BXY5	deepphase
Q9NWC5	deepphase
O00566	deepphase
Q12796	deepphase
P0C7X1	deepphase
Q92750	deepphase
Q9GZR2	deepphase
Q02086	deepphase
P53634	deepphase
Q13427	deepphase
Q9NZC3	deepphase
Q6DN90	deepphase
Q02548	deepphase
Q9BZF1	deepphase
P01135	deepphase
Q9BQE5	deepphase
Q5VV42	deepphase
Q9NPB9	deepphase
Q9ULU8	deepphase
P21741	deepphase
P29400	deepphase
P23368	deepphase
Q96E14	deepphase
Q8TC57	deepphase
O75807	deepphase
A2RU49	deepphase
Q5T7M4	deepphase
Q13206	deepphase
Q9NPL8	deepphase
O14662	deepphase
A6NI28	deepphase
Q5MJ10	deepphase
O75683	deepphase
Q8IZN3	deepphase
Q8N6H7	deepphase
P49760	deepphase
Q9BVM2	deepphase
Q9UJQ4	deepphase
Q9C0C9	deepphase
Q96CS4	deepphase
Q96T60	deepphase
Q02818	deepphase
Q9BQG0	deepphase
Q9UKA2	deepphase
Q8TCT8	deepphase
O43541	deepphase
Q53S58	deepphase
Q9H7V2	deepphase
Q86X60	deepphase
P41252	deepphase
Q6ZVC0	deepphase
O60671	deepphase
Q7L622	deepphase
Q8IVH2	deepphase
Q86SE9	deepphase
Q9BZ67	deepphase
P15056	deepphase
Q96NT3	deepphase
P49959	deepphase
Q9HCN4	deepphase
Q9UNA4	deepphase
Q9BVI4	deepphase
Q9BZJ3	deepphase
Q13901	deepphase
Q9Y484	deepphase
Q9UNF1	deepphase
Q86VZ6	deepphase
Q6P4A7	deepphase
Q5JUK2	deepphase
P08567	deepphase
Q9BVP2	deepphase
Q96HS1	deepphase
Q9UER7	deepphase
P01127	deepphase
Q9NR82	deepphase
Q9Y6A9	deepphase
Q9ULD0	deepphase
Q13637	deepphase
Q9H6F5	deepphase
O60224	deepphase
Q9BY77	deepphase
O94901	deepphase
A2RUC4	deepphase
P16435	deepphase
Q9H3Z4	deepphase
Q99757	deepphase
O43306	deepphase
P58166	deepphase
Q9GZU8	deepphase
Q9H869	deepphase
Q9Y3C1	deepphase
Q9H1V8	deepphase
Q14207	deepphase
Q5VUE5	deepphase
Q13148	deepphase
P08254	deepphase
Q8TBZ2	deepphase
Q9NPI9	deepphase
Q5JSL3	deepphase
Q96K80	deepphase
P98194	deepphase
Q99996	deepphase
Q92734	deepphase
Q9BSF8	deepphase
P12755	deepphase
Q5VZL5	deepphase
Q9H583	deepphase
Q9GZP0	deepphase
Q6NZ36	deepphase
Q01196	deepphase
Q8IXW0	deepphase
Q9UNW9	deepphase
P39880	deepphase
Q5DJT8	deepphase
Q96S38	deepphase
Q6ZSC3	deepphase
P78406	deepphase
Q9P2K2	deepphase
Q9H091	deepphase
P50616	deepphase
P51397	deepphase
Q9GZV5	deepphase
O60225	deepphase
P19827	deepphase
Q9NNW7	deepphase
Q9Y295	deepphase
O75746	deepphase
O76095	deepphase
Q8NG68	deepphase
Q9NQX5	deepphase
Q92854	deepphase
P20930	deepphase
Q0P6H9	deepphase
Q13049	deepphase
Q6ZN16	deepphase
Q8NFP9	deepphase
Q53T59	deepphase
P30260	deepphase
Q8N0W5	deepphase
P36269	deepphase
Q99640	deepphase
Q8N565	deepphase
P55265	deepphase
Q96S66	deepphase
Q04725	deepphase
P04075	deepphase
Q6P444	deepphase
Q14684	deepphase
Q9BY21	deepphase
Q9NUY8	deepphase
Q9Y673	deepphase
Q9BRR3	deepphase
Q2TB10	deepphase
Q1L6U9	deepphase
O60234	deepphase
Q9C0B0	deepphase
Q02577	deepphase
Q9BT49	deepphase
P17098	deepphase
Q9ULI4	deepphase
Q9H0A0	deepphase
Q5U649	deepphase
Q6UXN9	deepphase
Q86VP6	deepphase
Q9Y2S6	deepphase
Q96JQ2	deepphase
Q8WYP5	deepphase
P40424	deepphase
P15291	deepphase
O96017	deepphase
Q96QK1	deepphase
Q9Y5A7	deepphase
Q9Y2P4	deepphase
P31947	deepphase
P15336	deepphase
P50552	deepphase
Q9UJW9	deepphase
Q7Z3E5	deepphase
Q13113	deepphase
Q14241	deepphase
Q9GZT8	deepphase
Q9H6R7	deepphase
O95573	deepphase
Q9NZR1	deepphase
Q14192	deepphase
Q9Y2X3	deepphase
P57729	deepphase
Q5VX71	deepphase
P53367	deepphase
P50895	deepphase
Q6DHV5	deepphase
O43747	deepphase
Q14563	deepphase
Q6ICC9	deepphase
Q9UMY1	deepphase
Q9Y6X0	deepphase
Q9H7B2	deepphase
Q9BR09	deepphase
Q8N9T8	deepphase
P0C6A0	deepphase
O14828	deepphase
Q9UHW9	deepphase
P04844	deepphase
Q66K64	deepphase
Q9P016	deepphase
O14682	deepphase
P0DMU8	deepphase
Q96RK0	deepphase
P11413	deepphase
O14810	deepphase
Q9NR34	deepphase
Q8NI17	deepphase
P36578	deepphase
Q19T08	deepphase
O95471	deepphase
O75751	deepphase
Q27J81	deepphase
Q8TCU6	deepphase
Q9BY42	deepphase
Q5T4B2	deepphase
O14594	deepphase
Q92613	deepphase
P17643	deepphase
P11802	deepphase
Q96IZ7	deepphase
P02649	deepphase
A0A087WXS9	deepphase
P19338	deepphase
P21549	deepphase
Q99558	deepphase
Q99712	deepphase
Q99457	deepphase
Q7Z2K8	deepphase
Q96K76	deepphase
Q96QC0	deepphase
Q7Z3V4	deepphase
Q9UNX9	deepphase
O15403	deepphase
O94973	deepphase
P43364	deepphase
Q96GQ5	deepphase
O15530	deepphase
P08670	deepphase
Q2VPJ9	deepphase
Q03519	deepphase
Q9H063	deepphase
A8K0Z3	deepphase
Q9BZ72	deepphase
Q9H9R9	deepphase
Q9NQZ6	deepphase
Q9Y255	deepphase
P12643	deepphase
Q15699	deepphase
P32314	deepphase
P31327	deepphase
Q8NFR3	deepphase
P04080	deepphase
Q9Y2Z4	deepphase
Q5TC79	deepphase
Q96E09	deepphase
O15041	deepphase
Q15404	deepphase
Q8NFW9	deepphase
Q9P2K3	deepphase
P53667	deepphase
P41226	deepphase
Q8N8A6	deepphase
Q02952	deepphase
Q96M94	deepphase
P09038	deepphase
Q6ZSS3	deepphase
Q8N1A0	deepphase
C9J798	deepphase
P49354	deepphase
Q6L9T8	deepphase
Q15022	deepphase
Q12888	deepphase
Q70IA6	deepphase
Q9NUK0	deepphase
Q96SL4	deepphase
O15514	deepphase
Q3SXP7	deepphase
Q05655	deepphase
O60575	deepphase
Q15413	deepphase
O43852	deepphase
P26196	deepphase
D6RGH6	deepphase
Q8IX15	deepphase
Q86UQ4	deepphase
P35670	deepphase
Q9H6R0	deepphase
Q9BTC8	deepphase
Q8TCD5	deepphase
P11229	deepphase
Q5HYM0	deepphase
Q5JU67	deepphase
Q9UBL0	deepphase
O00541	deepphase
Q53HL2	deepphase
Q6PEW1	deepphase
P35548	deepphase
Q53H47	deepphase
P02100	deepphase
P49916	deepphase
Q14588	deepphase
Q8IU60	deepphase
Q16385	deepphase
Q9Y4P3	deepphase
Q9NXE8	deepphase
Q00587	deepphase
Q9BV73	deepphase
Q8N9K5	deepphase
Q9UBR2	deepphase
Q9H8S9	deepphase
Q8IV13	deepphase
Q9BQ39	deepphase
P27658	deepphase
O15446	deepphase
Q8IZD4	deepphase
Q6P5R6	deepphase
O60238	deepphase
Q6NVV7	deepphase
Q9NX31	deepphase
Q8N4L1	deepphase
Q9Y2D4	deepphase
Q99418	deepphase
Q96RL1	deepphase
Q14690	deepphase
A6NEL2	deepphase
Q13501	deepphase
Q8IW93	deepphase
P41240	deepphase
Q9H422	deepphase
P17031	deepphase
Q6PI98	deepphase
O75146	deepphase
Q460N5	deepphase
Q9H3H3	deepphase
Q2TAZ0	deepphase
Q93097	deepphase
P38571	deepphase
P69891	deepphase
Q6ZV73	deepphase
Q9BY11	deepphase
Q6ZMH5	deepphase
Q9BY49	deepphase
P98174	deepphase
Q9H816	deepphase
Q8NA23	deepphase
Q01130	deepphase
Q13421	deepphase
Q6ZV29	deepphase
O00712	deepphase
Q9HB20	deepphase
P43694	deepphase
P17030	deepphase
Q92781	deepphase
Q8NEH6	deepphase
O00139	deepphase
Q8TF64	deepphase
Q15365	deepphase
Q3MIT2	deepphase
Q6ZRS2	deepphase
Q8WVF1	deepphase
Q99675	deepphase
Q9Y5Z9	deepphase
Q9BYU1	deepphase
Q9H013	deepphase
Q6NT76	deepphase
P20393	deepphase
Q96SY0	deepphase
Q9Y5L0	deepphase
P23510	deepphase
P78316	deepphase
O15393	deepphase
Q8TD57	deepphase
O60733	deepphase
Q96JC9	deepphase
O14503	deepphase
Q32NC0	deepphase
Q86TB9	deepphase
Q6ZN01	deepphase
Q8N2U0	deepphase
Q02930	deepphase
P02747	deepphase
H0Y354	deepphase
P56730	deepphase
P62068	deepphase
Q6PK04	deepphase
P09758	deepphase
Q96D42	deepphase
P21675	deepphase
Q04912	deepphase
Q14692	deepphase
Q8IY81	deepphase
Q6ZRI8	deepphase
Q9HBJ8	deepphase
Q8TAD7	deepphase
Q96HZ4	deepphase
P56545	deepphase
Q86W56	deepphase
Q96B23	deepphase
Q96G04	deepphase
Q9UPS8	deepphase
Q13336	deepphase
Q8IUY3	deepphase
P00167	deepphase
O95049	deepphase
P54277	deepphase
Q6EEV6	deepphase
Q92692	deepphase
Q96EG3	deepphase
Q86X53	deepphase
P0DPB6	deepphase
Q92889	deepphase
Q96HQ0	deepphase
O43252	deepphase
Q9BRX2	deepphase
P09086	deepphase
Q9Y5K6	deepphase
O75155	deepphase
O95782	deepphase
O14683	deepphase
Q8WUX1	deepphase
Q9BVJ6	deepphase
A6NHJ4	deepphase
Q7L4I2	deepphase
Q9Y2K1	deepphase
P17509	deepphase
Q06124	deepphase
Q9BQ75	deepphase
Q9UHK0	deepphase
P51649	deepphase
Q05707	deepphase
Q8WYN3	deepphase
P53999	deepphase
P0C5J1	deepphase
Q13422	phasepred
Q9H2P0	phasepred
Q8WU20	phasepred
Q9UJU2	phasepred
P63279	phasepred
Q9UMD9	phasepred
Q9Y2W1	phasepred
Q495M9	phasepred
P42684	phasepred
O75822	phasepred
P51608	phasepred
P29692	phasepred
O43294	phasepred
P15923	phasepred
Q7Z589	phasepred
Q9Y4F5	phasepred
Q86UU0	phasepred
Q9Y580	phasepred
Q6ZN04	phasepred
Q8N3F8	phasepred
Q15032	phasepred
Q14011	phasepred
Q13595	phasepred
Q9UDY4	phasepred
Q99717	phasepred
Q5TCZ1	phasepred
Q8WV28	phasepred
Q13435	phasepred
Q14511	phasepred
P19174	phasepred
Q969F2	phasepred
Q13547	phasepred
Q7Z5J4	phasepred
P20226	phasepred
Q5VUA4	phasepred
O15049	phasepred
Q8NEJ9	phasepred
P02538	phasepred
Q15424	phasepred
Q13207	phasepred
P07948	phasepred
Q15185	phasepred
O00571	phasepred
Q9Y5S9	phasepred
Q99816	phasepred
P49761	phasepred
Q8NCF5	phasepred
Q9BYT3	phasepred
Q69YH5	phasepred
Q6IQ23	phasepred
P17480	phasepred
Q16629	phasepred
Q92769	phasepred
P09429	phasepred
Q96SU4	phasepred
P16401	phasepred
Q9HCD6	phasepred
O60885	phasepred
A6NNA2	phasepred
P27694	phasepred
O75400	phasepred
P19013	phasepred
Q6E0U4	phasepred
Q9HAU0	phasepred
P00533	phasepred
Q96RS0	phasepred
Q9BXF6	phasepred
P17661	phasepred
Q8NC51	phasepred
Q9NP74	phasepred
Q92610	phasepred
Q9Y520	phasepred
Q5XKE5	phasepred
Q13625	phasepred
P11137	phasepred
Q9Y4C8	phasepred
Q86UE8	phasepred
Q15560	phasepred
Q16082	phasepred
P02511	phasepred
P55884	phasepred
Q8NEY8	phasepred
P00441	phasepred
Q9NX63	phasepred
P67809	phasepred
Q9NRA8	phasepred
Q8NG27	phasepred
Q4KMQ1	phasepred
O00267	phasepred
Q5QJE6	phasepred
Q15637	phasepred
O60307	phasepred
Q00839	phasepred
Q15776	phasepred
P35568	phasepred
Q14203	phasepred
Q8TDX7	phasepred
Q9ULH7	phasepred
Q15654	phasepred
O14640	phasepred
Q9UPN9	phasepred
Q8IWW6	phasepred
Q14153	phasepred
Q8WWI1	phasepred
O95425	phasepred
O15162	phasepred
O43683	phasepred
Q7Z422	phasepred
Q99708	phasepred
Q9UBC3	phasepred
Q9UBW5	phasepred
P62750	phasepred
Q9H3Q1	phasepred
P48634	phasepred
Q9BX40	phasepred
P98082	phasepred
Q8TB72	phasepred
Q9Y618	phasepred
Q86UE4	phasepred
Q00577	phasepred
Q99549	phasepred
P84103	phasepred
Q9H165	phasepred
Q16181	phasepred
Q92625	phasepred
Q8N108	phasepred
Q8ND56	phasepred
Q53EL6	phasepred
Q92925	phasepred
Q9NQS1	phasepred
Q9Y383	phasepred
P10644	phasepred
P04004	phasepred
Q6VMQ6	phasepred
Q8TEW8	phasepred
Q6S5L8	phasepred
Q9BTA9	phasepred
P10451	phasepred
Q14671	phasepred
Q14493	phasepred
Q86UU1	phasepred
Q99569	phasepred
Q9HCK8	phasepred
Q6IQ49	phasepred
P16989	phasepred
P02533	phasepred
Q8N884	phasepred
O14950	phasepred
O95400	phasepred
A1L390	phasepred
Q15717	phasepred
Q9HCJ0	phasepred
P25490	phasepred
Q6WCQ1	phasepred
Q15397	phasepred
P12036	phasepred
Q99959	phasepred
Q07955	phasepred
Q14151	phasepred
Q8N5P1	phasepred
Q93052	phasepred
P83916	phasepred
P41212	phasepred
O95613	phasepred
Q2KJY2	phasepred
Q9Y5B9	phasepred
P30291	phasepred
Q96IZ0	phasepred
O95251	phasepred
A7KAX9	phasepred
Q9Y4E1	phasepred
Q9P0K8	phasepred
P31943	phasepred
Q9NY12	phasepred
P51116	phasepred
P18615	phasepred
O43829	phasepred
O95999	phasepred
Q9HBL0	phasepred
Q9Y608	phasepred
P02545	phasepred
Q9BW71	phasepred
Q9HDC5	phasepred
P23193	phasepred
Q5JTD0	phasepred
O95936	phasepred
Q9BW04	phasepred
P62913	phasepred
Q63HK5	phasepred
O43781	phasepred
Q8WXF0	phasepred
Q99081	phasepred
P55795	phasepred
Q15773	phasepred
Q16513	phasepred
Q00536	phasepred
O15417	phasepred
Q9NRH2	phasepred
P42768	phasepred
Q9Y6R9	phasepred
Q15596	phasepred
P15311	phasepred
P61247	phasepred
P46778	phasepred
Q13153	phasepred
Q9P227	phasepred
Q13495	phasepred
Q96PV0	phasepred
Q8IXZ3	phasepred
P06400	phasepred
P05783	phasepred
Q6NZY4	phasepred
Q15910	phasepred
O43491	phasepred
Q9NVP1	phasepred
Q969G3	phasepred
Q02078	phasepred
P10275	phasepred
Q14157	phasepred
Q6XPR3	phasepred
O43516	phasepred
Q9ULV3	phasepred
O14979	phasepred
P16144	phasepred
Q9NYL2	phasepred
P78368	phasepred
O95997	phasepred
A7MD48	phasepred
P49790	phasepred
Q8IVT2	phasepred
Q9H9J4	phasepred
Q9NWH9	phasepred
O15014	phasepred
Q9NSY1	phasepred
Q9HCM4	phasepred
O60315	phasepred
Q8NEM7	phasepred
O95817	phasepred
Q12959	phasepred
Q9NTJ3	phasepred
P04264	phasepred
Q15788	phasepred
Q8NCN4	phasepred
Q9C0B9	phasepred
Q9H3S7	phasepred
Q9HB21	phasepred
Q68CZ2	phasepred
Q9BXY0	phasepred
Q16236	phasepred
Q8WYQ5	phasepred
Q8TEW0	phasepred
Q92844	phasepred
Q9P2N5	phasepred
Q8NCA5	phasepred
Q9H4L4	phasepred
P98179	phasepred
Q5T200	phasepred
Q8IXT5	phasepred
Q14919	phasepred
Q07687	phasepred
P04049	phasepred
Q07912	phasepred
Q9C075	phasepred
Q01484	phasepred
Q7Z6B7	phasepred
P52594	phasepred
Q9H1K0	phasepred
P68400	phasepred
Q92585	phasepred
O95835	phasepred
Q9Y250	phasepred
Q8WXI9	phasepred
Q5SSJ5	phasepred
Q99967	phasepred
Q12955	phasepred
Q14149	phasepred
P61981	phasepred
Q12802	phasepred
