,Prey_uniprot,cossim
0,A0A024RBG1Q9NZB2,0.14817732572555542
1,A0A087WUL8Q9NZB2,0.5225850343704224
2,A0A087X1G2Q9NZB2,0.24194471538066864
3,A0A096LP49Q9NZB2,0.5182994604110718
4,A0A0B4J2A2Q9NZB2,0.20711541175842285
5,A0A0B4J2D5Q9NZB2,0.42161473631858826
6,A0A0U1RQF7Q9NZB2,0.47324761748313904
7,A0A1B0GTR3Q9NZB2,0.4390643537044525
8,A0A1B0GTZ2Q9NZB2,0.49612483382225037
9,A0A1B0GUV7Q9NZB2,0.38740628957748413
10,A0AUZ9Q9NZB2,0.26585179567337036
11,A0AV02Q9NZB2,0.19021855294704437
12,A0AV96Q9NZB2,0.682707667350769
13,A0AVF1Q9NZB2,0.24298802018165588
14,A0AVI4Q9NZB2,0.04944879561662674
15,A0AVK6Q9NZB2,0.3965267539024353
16,A0AVT1Q9NZB2,0.6210824251174927
17,A0FGR8Q9NZB2,0.5794922113418579
18,A0JLT2Q9NZB2,0.67332524061203
19,A0JNW5Q9NZB2,0.5892860293388367
20,A0JP26Q9NZB2,0.30683600902557373
21,A0M8Q6Q9NZB2,0.10199972242116928
22,A0MZ66Q9NZB2,0.6106644868850708
23,A0PG75Q9NZB2,0.3529839515686035
24,A0PJE2Q9NZB2,0.25459739565849304
25,A0PJK1Q9NZB2,0.34098345041275024
26,A0PJW6Q9NZB2,0.31400835514068604
27,A0PJW8Q9NZB2,0.4015275835990906
28,A0PJX0Q9NZB2,0.4782238006591797
29,A0PJX2Q9NZB2,0.3141935467720032
30,A0PJX4Q9NZB2,0.22345928847789764
31,A0PJX8Q9NZB2,0.0369904562830925
32,A0PJY2Q9NZB2,0.43657058477401733
33,A0PJZ3Q9NZB2,0.2923239767551422
34,A0PK00Q9NZB2,0.3972311019897461
35,A0PK05Q9NZB2,0.2540521025657654
36,A0PK11Q9NZB2,0.11613316833972931
37,A1A4F0Q9NZB2,0.2876344919204712
38,A1A4G5Q9NZB2,0.2053794115781784
39,A1A4S6Q9NZB2,0.35169410705566406
40,A1A4Y4Q9NZB2,0.3531529903411865
41,A1A519Q9NZB2,0.5131022930145264
42,A1A580Q9NZB2,0.3032121956348419
43,A1A5B4Q9NZB2,0.22406812012195587
44,A1A5C7Q9NZB2,0.37045741081237793
45,A1A5D9Q9NZB2,0.24385511875152588
46,A1E959Q9NZB2,0.5270441174507141
47,A1IGU5Q9NZB2,0.06618572771549225
48,A1KXE4Q9NZB2,0.652027428150177
49,A1KZ92Q9NZB2,0.2656102478504181
