,Prey_uniprot,cossim
0,A0A024RBG1Q9H0D6,0.12865851819515228
1,A0A087WUL8Q9H0D6,0.39458173513412476
2,A0A087X1G2Q9H0D6,0.309170663356781
3,A0A096LP49Q9H0D6,0.4521588385105133
4,A0A0B4J2A2Q9H0D6,0.22561483085155487
5,A0A0B4J2D5Q9H0D6,0.38085219264030457
6,A0A0U1RQF7Q9H0D6,0.44958382844924927
7,A0A1B0GTR3Q9H0D6,0.2926660180091858
8,A0A1B0GTZ2Q9H0D6,0.3682488799095154
9,A0A1B0GUV7Q9H0D6,0.2969624996185303
10,A0AUZ9Q9H0D6,0.27888038754463196
11,A0AV02Q9H0D6,0.2571430206298828
12,A0AV96Q9H0D6,0.4690076410770416
13,A0AVF1Q9H0D6,0.3145519495010376
14,A0AVI4Q9H0D6,0.049896497279405594
15,A0AVK6Q9H0D6,0.504976749420166
16,A0AVT1Q9H0D6,0.3879891037940979
17,A0FGR8Q9H0D6,0.4598960280418396
18,A0JLT2Q9H0D6,0.4845808148384094
19,A0JNW5Q9H0D6,0.44427865743637085
20,A0JP26Q9H0D6,0.2518159747123718
21,A0M8Q6Q9H0D6,0.1936861276626587
22,A0MZ66Q9H0D6,0.42939311265945435
23,A0PG75Q9H0D6,0.40936747193336487
24,A0PJE2Q9H0D6,0.20819833874702454
25,A0PJK1Q9H0D6,0.34435635805130005
26,A0PJW6Q9H0D6,0.21714890003204346
27,A0PJW8Q9H0D6,0.4398226737976074
28,A0PJX0Q9H0D6,0.3306137025356293
29,A0PJX2Q9H0D6,0.23454487323760986
30,A0PJX4Q9H0D6,0.2547919452190399
31,A0PJX8Q9H0D6,0.06383514404296875
32,A0PJY2Q9H0D6,0.3831785321235657
33,A0PJZ3Q9H0D6,0.2119615525007248
34,A0PK00Q9H0D6,0.3424381613731384
35,A0PK05Q9H0D6,0.2513708174228668
36,A0PK11Q9H0D6,0.10838840901851654
37,A1A4F0Q9H0D6,0.33806857466697693
38,A1A4G5Q9H0D6,0.23386378586292267
39,A1A4S6Q9H0D6,0.27649781107902527
40,A1A4Y4Q9H0D6,0.29799094796180725
41,A1A519Q9H0D6,0.34576767683029175
42,A1A580Q9H0D6,0.26210305094718933
43,A1A5B4Q9H0D6,0.3182510435581207
44,A1A5C7Q9H0D6,0.3256891071796417
45,A1A5D9Q9H0D6,0.2154509276151657
46,A1E959Q9H0D6,0.5060178637504578
47,A1IGU5Q9H0D6,0.10698999464511871
48,A1KXE4Q9H0D6,0.48177582025527954
49,A1KZ92Q9H0D6,0.2826593518257141
50,A1L020Q9H0D6,0.3313262462615967
51,A1L0T0Q9H0D6,0.45065587759017944
52,A1L157Q9H0D6,0.14221450686454773
53,A1L162Q9H0D6,0.2875669300556183
54,A1L168Q9H0D6,0.38123202323913574
55,A1L170Q9H0D6,0.41117897629737854
56,A1L188Q9H0D6,0.1509213149547577
57,A1L190Q9H0D6,0.3621806502342224
58,A1L390Q9H0D6,0.5010319948196411
59,A1L3X0Q9H0D6,0.22748947143554688
60,A1L443Q9H0D6,0.4614463746547699
61,A1L4H1Q9H0D6,0.3603960871696472
62,A1L4K1Q9H0D6,0.5077122449874878
