Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
FAM120C,Q9NX05,Q9P2P1,29395067,NYNRIN,0.23158136010169902,0.102664865553379,0.06116864830255501,0.10613805055618201,0.39376044273376465
FAM120C,Q9NX05,Q3MHD2,29395067,LSM12,0.23158136010169902,0.102664865553379,0.170231625437736,0.389593958854675,0.5023508667945862
FAM120C,Q9NX05,Q96KQ4,29395067,PPP1R13B,0.23158136010169902,0.102664865553379,0.150505438446998,0.13627721369266502,0.47491931915283203
FAM120C,Q9NX05,P51665,29395067,PSMD7,0.23158136010169902,0.102664865553379,0.051363747566938005,0.7436174750328061,0.2607448697090149
FAM120C,Q9NX05,Q9NRA8,29395067,EIF4ENIF1,0.23158136010169902,0.102664865553379,0.918528199195861,0.8912989497184751,0.4814944863319397
FAM120C,Q9NX05,Q9BQE3,29395067,TUBA1C,0.23158136010169902,0.102664865553379,0.35266977548599204,0.47796791791915805,0.3966919779777527
FAM120C,Q9NX05,Q99873,29395067,PRMT1,0.23158136010169902,0.102664865553379,0.08781240880489301,0.23695997893810203,0.5724887847900391
FAM120C,Q9NX05,Q9P2F8,29395067,SIPA1L2,0.23158136010169902,0.102664865553379,0.8288046121597291,0.60322368144989,0.5138452649116516
FAM120C,Q9NX05,Q9BYJ9,29395067,YTHDF1,0.23158136010169902,0.102664865553379,0.8564839363098141,0.6895709037780761,0.408383846282959
FAM120C,Q9NX05,Q96Q15,29395067,SMG1,0.23158136010169902,0.102664865553379,0.16360141336917802,0.310367941856384,0.287242591381073
FAM120C,Q9NX05,P50502,29395067,ST13,0.23158136010169902,0.102664865553379,0.8200780749320981,0.906903624534606,0.447880357503891
FAM120C,Q9NX05,Q9H2V7,29395067,SPNS1,0.23158136010169902,0.102664865553379,0.07134641706943501,0.031168118119239002,0.27123838663101196
FAM120C,Q9NX05,Q92900,29395067,UPF1,0.23158136010169902,0.102664865553379,0.747238278388977,0.7646963596343991,0.7391024827957153
FAM120C,Q9NX05,O60725,29395067,ICMT,0.23158136010169902,0.102664865553379,0.077262870967388,0.028108159080147,0.2563311457633972
FAM120C,Q9NX05,Q8IXI1,29395067,RHOT2,0.23158136010169902,0.102664865553379,0.050920039415359004,0.040429957211017005,0.0915897786617279
FAM120C,Q9NX05,Q92879,29395067,CELF1,0.23158136010169902,0.102664865553379,0.289840072393417,0.36571025848388605,0.6302255392074585
FAM120C,Q9NX05,Q86UK7,29395067,ZNF598,0.23158136010169902,0.102664865553379,0.41906195878982505,0.487267971038818,0.5705116987228394
FAM120C,Q9NX05,Q9BX40,29395067,LSM14B,0.23158136010169902,0.102664865553379,0.9151313900947571,0.9035645723342891,0.5070226192474365
FAM120C,Q9NX05,Q92615,29395067,LARP4B,0.23158136010169902,0.102664865553379,0.7897013425827021,0.913986682891845,0.5579933524131775
FAM120C,Q9NX05,Q96EL2,29395067,MRPS24,0.23158136010169902,0.102664865553379,0.059699077159166,0.08907265961170101,0.616563081741333
FAM120C,Q9NX05,Q8IZD4,29395067,DCP1B,0.23158136010169902,0.102664865553379,0.706972122192382,0.6831697821617121,0.5018258094787598
