Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
ZNF263,O14978,Q9H2F5,38297188,EPC1,0.053209204226732004,0.16825470328330902,0.569348692893981,0.697648406028747,0.41804665327072144
ZNF263,O14978,O15027,38297188,SEC16A,0.053209204226732004,0.16825470328330902,0.914153099060058,0.8749286532402031,0.47816696763038635
ZNF263,O14978,Q96JM2,38297188,ZNF462,0.053209204226732004,0.16825470328330902,0.611397445201873,0.7868652939796441,0.3681281507015228
ZNF263,O14978,Q9H9B1,38297188,EHMT1,0.053209204226732004,0.16825470328330902,0.056311398744583005,0.5437101721763611,0.43645399808883667
ZNF263,O14978,O60264,38297188,SMARCA5,0.053209204226732004,0.16825470328330902,0.552547931671142,0.8939219713211061,0.43215376138687134
ZNF263,O14978,Q96L91,38297188,EP400,0.053209204226732004,0.16825470328330902,0.9262725710868831,0.8487218618392941,0.4491155743598938
ZNF263,O14978,Q9H582,38297188,ZNF644,0.053209204226732004,0.16825470328330902,0.053212106227874006,0.6640492677688591,0.4863186478614807
ZNF263,O14978,Q12830,38297188,BPTF,0.053209204226732004,0.16825470328330902,0.931955814361572,0.765294730663299,0.4388826787471771
ZNF263,O14978,Q7Z3K3,38297188,POGZ,0.053209204226732004,0.16825470328330902,0.7502111196517941,0.7358680963516231,0.4333052635192871
ZNF263,O14978,Q14202,38297188,ZMYM3,0.053209204226732004,0.16825470328330902,0.839294135570526,0.6246735453605651,0.5349406003952026
ZNF263,O14978,Q9ULX6,38297188,AKAP8L,0.053209204226732004,0.16825470328330902,0.88402384519577,0.93467503786087,0.4343709349632263
ZNF263,O14978,O95785,38297188,WIZ,0.053209204226732004,0.16825470328330902,0.31783673167228704,0.422071635723114,0.49020805954933167
ZNF263,O14978,Q9HAF1,38297188,MEAF6,0.053209204226732004,0.16825470328330902,0.8454682230949401,0.8336278200149531,0.46252721548080444
ZNF263,O14978,Q96C00,38297188,ZBTB9,0.053209204226732004,0.16825470328330902,0.128770172595977,0.22672085464000702,0.534608006477356
ZNF263,O14978,Q92782,38297188,DPF1,0.053209204226732004,0.16825470328330902,0.054040540009737,0.122460380196571,0.17107801139354706
