,Bait Gene,Prey Gene,Bait_uniprot,Prey_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
131057,STRAP,CCT2,Q9Y3F4,P78371,0.288939893245697,0.477603584527969,0.559201598167419,0.40054732561111406
131062,STRAP,CCT7,Q9Y3F4,Q99832,0.288939893245697,0.477603584527969,0.39618256688117903,0.239197224378585
131119,STRAP,CSDE1,Q9Y3F4,O75534,0.288939893245697,0.477603584527969,0.41829934716224604,0.8530446887016291
131149,STRAP,DDX20,Q9Y3F4,Q9UHI6,0.288939893245697,0.477603584527969,0.6811448335647581,0.7236361503601071
131239,STRAP,ELP5,Q9Y3F4,Q8TE02,0.288939893245697,0.477603584527969,0.059705846011638,0.06767178326845101
131259,STRAP,EWSR1,Q9Y3F4,Q01844,0.288939893245697,0.477603584527969,0.916039943695068,0.7953471541404721
131297,STRAP,GEMIN4,Q9Y3F4,P57678,0.288939893245697,0.477603584527969,0.07834466546773901,0.058770585805177
131299,STRAP,GEMIN6,Q9Y3F4,Q8WXD5,0.288939893245697,0.477603584527969,0.068999387323856,0.193133637309074
131300,STRAP,GEMIN7,Q9Y3F4,Q9H840,0.288939893245697,0.477603584527969,0.081856034696102,0.096392832696437
131301,STRAP,GEMIN8,Q9Y3F4,Q9NWZ8,0.288939893245697,0.477603584527969,0.547690510749816,0.883135974407196
131431,STRAP,LARP6,Q9Y3F4,Q9BRS8,0.288939893245697,0.477603584527969,0.780860781669616,0.867499649524688
131847,STRAP,SMN1,Q9Y3F4,Q16637,0.288939893245697,0.477603584527969,0.806497931480407,0.8147256970405571
131906,STRAP,SZRD1,Q9Y3F4,Q7Z422,0.288939893245697,0.477603584527969,0.7228758931159971,0.919177234172821
131917,STRAP,TDRD3,Q9Y3F4,Q9H7E2,0.288939893245697,0.477603584527969,0.8975397944450371,0.883250415325164
131936,STRAP,TOP3B,Q9Y3F4,O95985,0.288939893245697,0.477603584527969,0.05074363946914601,0.062615826725959
131979,STRAP,UPF1,Q9Y3F4,Q92900,0.288939893245697,0.477603584527969,0.747238278388977,0.7646963596343991
