,Bait Gene,Prey Gene,Bait_uniprot,Prey_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
8876,CEP85,AGO1,Q6P2H3,Q9UL18,0.686874747276306,0.628072619438171,0.061913449317216006,0.14257833361625602
8877,CEP85,AGO2,Q6P2H3,Q9UKV8,0.686874747276306,0.628072619438171,0.125312715768814,0.8902974128723141
8878,CEP85,AGO3,Q6P2H3,Q9H9G7,0.686874747276306,0.628072619438171,0.07245331257581701,0.351395457983016
8898,CEP85,ALMS1,Q6P2H3,Q8TCU4,0.686874747276306,0.628072619438171,0.261659920215606,0.5576434135437011
8917,CEP85,APC,Q6P2H3,P25054,0.686874747276306,0.628072619438171,0.8914861679077141,0.9267865419387811
8927,CEP85,ARHGAP32,Q6P2H3,A7KAX9,0.686874747276306,0.628072619438171,0.8682311177253721,0.7055280804634091
8988,CEP85,CCDC138,Q6P2H3,Q96M89,0.686874747276306,0.628072619438171,0.36944326758384705,0.733980536460876
9012,CEP85,CDK5RAP2,Q6P2H3,Q96SN8,0.686874747276306,0.628072619438171,0.745358407497406,0.900089740753173
9016,CEP85,CEP131,Q6P2H3,Q9UPN4,0.686874747276306,0.628072619438171,0.8886953592300411,0.91155070066452
9017,CEP85,CEP152,Q6P2H3,O94986,0.686874747276306,0.628072619438171,0.17812380194664001,0.54424500465393
9020,CEP85,CEP192,Q6P2H3,Q8TEP8,0.686874747276306,0.628072619438171,0.069603644311428,0.137897923588752
9021,CEP85,CEP350,Q6P2H3,Q5VT06,0.686874747276306,0.628072619438171,0.858241915702819,0.8765743970870971
9037,CEP85,CNOT1,Q6P2H3,A5YKK6,0.686874747276306,0.628072619438171,0.16742576658725702,0.152645871043205
9038,CEP85,CNOT10,Q6P2H3,Q9H9A5,0.686874747276306,0.628072619438171,0.048076625913381,0.130353718996047
9039,CEP85,CNOT11,Q6P2H3,Q9UKZ1,0.686874747276306,0.628072619438171,0.22426322102546603,0.13013821840286202
