,Prey_uniprot,cossim
0,A0A024RBG1Q9H074,0.14327067136764526
1,A0A087WUL8Q9H074,0.3974373936653137
2,A0A087X1G2Q9H074,0.3900609314441681
3,A0A096LP49Q9H074,0.4960551857948303
4,A0A0B4J2A2Q9H074,0.33084189891815186
5,A0A0B4J2D5Q9H074,0.36434242129325867
6,A0A0U1RQF7Q9H074,0.43325623869895935
7,A0A1B0GTR3Q9H074,0.5364112854003906
8,A0A1B0GTZ2Q9H074,0.4243218004703522
9,A0A1B0GUV7Q9H074,0.3005030155181885
10,A0AUZ9Q9H074,0.4971987307071686
11,A0AV02Q9H074,0.10088096559047699
12,A0AV96Q9H074,0.6040965914726257
13,A0AVF1Q9H074,0.19467350840568542
14,A0AVI4Q9H074,0.0
15,A0AVK6Q9H074,0.3787410855293274
16,A0AVT1Q9H074,0.4599982798099518
17,A0FGR8Q9H074,0.37295347452163696
18,A0JLT2Q9H074,0.6158116459846497
19,A0JNW5Q9H074,0.447784423828125
20,A0JP26Q9H074,0.19293950498104095
21,A0M8Q6Q9H074,0.08494510501623154
22,A0MZ66Q9H074,0.5079088807106018
23,A0PG75Q9H074,0.4698970317840576
24,A0PJE2Q9H074,0.06761573255062103
25,A0PJK1Q9H074,0.3482801616191864
26,A0PJW6Q9H074,0.06739214807748795
27,A0PJW8Q9H074,0.31026992201805115
28,A0PJX0Q9H074,0.22985386848449707
29,A0PJX2Q9H074,0.11816428601741791
30,A0PJX4Q9H074,0.12455262988805771
31,A0PJX8Q9H074,0.009648765437304974
32,A0PJY2Q9H074,0.2641056180000305
33,A0PJZ3Q9H074,0.09979651123285294
34,A0PK00Q9H074,0.25433534383773804
35,A0PK05Q9H074,0.21239379048347473
36,A0PK11Q9H074,0.03450651839375496
37,A1A4F0Q9H074,0.14690497517585754
38,A1A4G5Q9H074,0.17766723036766052
39,A1A4S6Q9H074,0.4107496738433838
40,A1A4Y4Q9H074,0.2598150372505188
41,A1A519Q9H074,0.5071181058883667
42,A1A580Q9H074,0.20787250995635986
43,A1A5B4Q9H074,0.23021595180034637
44,A1A5C7Q9H074,0.13728806376457214
45,A1A5D9Q9H074,0.2865886390209198
46,A1E959Q9H074,0.43900156021118164
47,A1IGU5Q9H074,0.020874343812465668
48,A1KXE4Q9H074,0.595401406288147
49,A1KZ92Q9H074,0.08766914904117584
50,A1L020Q9H074,0.35537201166152954
51,A1L0T0Q9H074,0.41183847188949585
52,A1L157Q9H074,0.060974158346652985
53,A1L162Q9H074,0.3607128858566284
54,A1L168Q9H074,0.5555797815322876
55,A1L170Q9H074,0.6435858011245728
56,A1L188Q9H074,0.054883766919374466
57,A1L190Q9H074,0.40749430656433105
58,A1L390Q9H074,0.3883418142795563
59,A1L3X0Q9H074,0.20814470946788788
60,A1L443Q9H074,0.5019447207450867
61,A1L4H1Q9H074,0.3896518349647522
62,A1L4K1Q9H074,0.4733821451663971
63,A1L4L8Q9H074,0.17527370154857635
64,A1X283Q9H074,0.5095627307891846
65,A1XBS5Q9H074,0.45527777075767517
66,A1YPR0Q9H074,0.5824503898620605
67,A1Z1Q3Q9H074,0.26493680477142334
68,A2A2V5Q9H074,0.22398264706134796
69,A2A2Y4Q9H074,0.22192713618278503
70,A2A368Q9H074,0.15339423716068268
71,A2A3K4Q9H074,0.26382556557655334
72,A2A3N6Q9H074,0.4695984721183777
73,A2AJT9Q9H074,0.36034491658210754
74,A2IDD5Q9H074,0.02517106756567955
75,A2RRD8Q9H074,0.4110276699066162
76,A2RRH5Q9H074,0.14549896121025085
77,A2RRL7Q9H074,0.1250854730606079
78,A2RRP1Q9H074,0.253047376871109
79,A2RTX5Q9H074,0.166698157787323
80,A2RTY3Q9H074,0.20806884765625
81,A2RU14Q9H074,0.23160839080810547
82,A2RU30Q9H074,0.26941388845443726
83,A2RU37Q9H074,0.3037104904651642
84,A2RU48Q9H074,0.13461193442344666
85,A2RU49Q9H074,0.2934477925300598
86,A2RU67Q9H074,0.2777685225009918
87,A2RUB1Q9H074,0.2603769898414612
88,A2RUB6Q9H074,0.5580328702926636
89,A2RUC4Q9H074,0.40185579657554626
90,A2RUG3Q9H074,0.11129005253314972
91,A2RUH7Q9H074,0.11696658283472061
92,A2RUQ5Q9H074,0.07797690480947495
93,A2RUS2Q9H074,0.06743486225605011
94,A2RUT3Q9H074,0.029777567833662033
95,A2RUU4Q9H074,0.16075313091278076
96,A2VCK2Q9H074,0.23352375626564026
97,A2VDF0Q9H074,0.17881834506988525
98,A2VDJ0Q9H074,0.2022954672574997
99,A3KMH1Q9H074,0.29791948199272156
100,A3KN83Q9H074,0.7088455557823181
101,A4D0S4Q9H074,0.10680089145898819
102,A4D161Q9H074,0.3062616288661957
103,A4D1E9Q9H074,0.5279775261878967
104,A4D1P6Q9H074,0.4445444643497467
105,A4D1S0Q9H074,0.48227420449256897
