,Prey_uniprot,cossim
0,A0A024RBG1Q9Y6M1,0.14135611057281494
1,A0A087WUL8Q9Y6M1,0.4132155776023865
2,A0A087X1G2Q9Y6M1,0.36482781171798706
3,A0A096LP49Q9Y6M1,0.5313170552253723
4,A0A0B4J2A2Q9Y6M1,0.34062838554382324
5,A0A0B4J2D5Q9Y6M1,0.3717424273490906
6,A0A0U1RQF7Q9Y6M1,0.41918525099754333
7,A0A1B0GTR3Q9Y6M1,0.5535103678703308
8,A0A1B0GTZ2Q9Y6M1,0.48486146330833435
9,A0A1B0GUV7Q9Y6M1,0.34157538414001465
10,A0AUZ9Q9Y6M1,0.3484044373035431
11,A0AV02Q9Y6M1,0.11099790036678314
12,A0AV96Q9Y6M1,0.7096128463745117
13,A0AVF1Q9Y6M1,0.2635476589202881
14,A0AVI4Q9Y6M1,0.00735072186216712
15,A0AVK6Q9Y6M1,0.3446985185146332
16,A0AVT1Q9Y6M1,0.45563405752182007
17,A0FGR8Q9Y6M1,0.39596375823020935
18,A0JLT2Q9Y6M1,0.6141487956047058
19,A0JNW5Q9Y6M1,0.48350805044174194
20,A0JP26Q9Y6M1,0.19863708317279816
21,A0M8Q6Q9Y6M1,0.11048831045627594
22,A0MZ66Q9Y6M1,0.5096749067306519
23,A0PG75Q9Y6M1,0.3574191927909851
24,A0PJE2Q9Y6M1,0.03895874321460724
25,A0PJK1Q9Y6M1,0.3439975380897522
26,A0PJW6Q9Y6M1,0.06738300621509552
27,A0PJW8Q9Y6M1,0.31821703910827637
28,A0PJX0Q9Y6M1,0.26577848196029663
29,A0PJX2Q9Y6M1,0.12264110893011093
30,A0PJX4Q9Y6M1,0.08930480480194092
31,A0PJX8Q9Y6M1,0.0017407493432983756
32,A0PJY2Q9Y6M1,0.35348936915397644
33,A0PJZ3Q9Y6M1,0.051300544291734695
34,A0PK00Q9Y6M1,0.18413400650024414
35,A0PK05Q9Y6M1,0.1284029334783554
36,A0PK11Q9Y6M1,0.002185376826673746
37,A1A4F0Q9Y6M1,0.18024004995822906
38,A1A4G5Q9Y6M1,0.19132693111896515
39,A1A4S6Q9Y6M1,0.40789851546287537
40,A1A4Y4Q9Y6M1,0.2388547956943512
41,A1A519Q9Y6M1,0.510157585144043
42,A1A580Q9Y6M1,0.21152234077453613
43,A1A5B4Q9Y6M1,0.1478922963142395
44,A1A5C7Q9Y6M1,0.17090770602226257
45,A1A5D9Q9Y6M1,0.2590896785259247
46,A1E959Q9Y6M1,0.46221113204956055
47,A1IGU5Q9Y6M1,0.0456295907497406
48,A1KXE4Q9Y6M1,0.615916907787323
49,A1KZ92Q9Y6M1,0.139845073223114
50,A1L020Q9Y6M1,0.3785235583782196
51,A1L0T0Q9Y6M1,0.4446277618408203
52,A1L157Q9Y6M1,0.05119873955845833
53,A1L162Q9Y6M1,0.37622159719467163
54,A1L168Q9Y6M1,0.5839799642562866
55,A1L170Q9Y6M1,0.6294919848442078
56,A1L188Q9Y6M1,0.11510466039180756
57,A1L190Q9Y6M1,0.41695651412010193
58,A1L390Q9Y6M1,0.37844663858413696
59,A1L3X0Q9Y6M1,0.21253351867198944
60,A1L443Q9Y6M1,0.5410634875297546
61,A1L4H1Q9Y6M1,0.4587625563144684
62,A1L4K1Q9Y6M1,0.4767477512359619
63,A1L4L8Q9Y6M1,0.15718084573745728
64,A1X283Q9Y6M1,0.4936206340789795
65,A1XBS5Q9Y6M1,0.32124561071395874
66,A1YPR0Q9Y6M1,0.5361642241477966
67,A1Z1Q3Q9Y6M1,0.19066354632377625
68,A2A2V5Q9Y6M1,0.15290102362632751
69,A2A2Y4Q9Y6M1,0.2447696030139923
70,A2A368Q9Y6M1,0.15652616322040558
71,A2A3K4Q9Y6M1,0.2735446095466614
72,A2A3N6Q9Y6M1,0.48508119583129883
73,A2AJT9Q9Y6M1,0.4532797336578369
74,A2IDD5Q9Y6M1,0.04760819673538208
75,A2RRD8Q9Y6M1,0.41352468729019165
76,A2RRH5Q9Y6M1,0.11279098689556122
77,A2RRL7Q9Y6M1,0.06770829111337662
78,A2RRP1Q9Y6M1,0.2704984247684479
79,A2RTX5Q9Y6M1,0.2234913408756256
80,A2RTY3Q9Y6M1,0.262923002243042
81,A2RU14Q9Y6M1,0.1340683251619339
82,A2RU30Q9Y6M1,0.22371959686279297
83,A2RU37Q9Y6M1,0.24529488384723663
84,A2RU48Q9Y6M1,0.12667259573936462
85,A2RU49Q9Y6M1,0.2665542960166931
86,A2RU67Q9Y6M1,0.23501038551330566
87,A2RUB1Q9Y6M1,0.2211579829454422
88,A2RUB6Q9Y6M1,0.552889347076416
89,A2RUC4Q9Y6M1,0.3447859287261963
90,A2RUG3Q9Y6M1,0.113275445997715
91,A2RUH7Q9Y6M1,0.20286431908607483
92,A2RUQ5Q9Y6M1,0.087734654545784
93,A2RUS2Q9Y6M1,0.09669007360935211
94,A2RUT3Q9Y6M1,0.028319615870714188
95,A2RUU4Q9Y6M1,0.14460787177085876
96,A2VCK2Q9Y6M1,0.2509557604789734
97,A2VDF0Q9Y6M1,0.1868608295917511
98,A2VDJ0Q9Y6M1,0.14017251133918762
99,A3KMH1Q9Y6M1,0.219774529337883
