,Bait Gene,Bait_uniprot,Prey_uniprot,article,Prey Gene,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea,cos.sim
0,Arl5b,Q96KC2,P07195,35789482,LDHB,0.122422695159912,0.039213769137859,0.407679229974746,0.308917224407196,0.2028673440217971
1,Arl5b,Q96KC2,Q01650,35789482,SLC7A5,0.122422695159912,0.039213769137859,0.06158585473895,0.034569971263408,0.4239822030067444
2,Arl5b,Q96KC2,P02545,35789482,LMNA,0.122422695159912,0.039213769137859,0.8824079632759091,0.9551016092300412,0.2581152021884918
3,Arl5b,Q96KC2,P62979,35789482,RPS27A,0.122422695159912,0.039213769137859,0.8607098460197441,0.9271419644355772,0.1967616975307464
4,Arl5b,Q96KC2,P06576,35789482,ATP5F1B,0.122422695159912,0.039213769137859,0.46717157959938,0.516115486621856,0.1989759057760238
5,Arl5b,Q96KC2,Q8NBN3,35789482,TMEM87A,0.122422695159912,0.039213769137859,0.065382458269596,0.064429841935634,0.2967254817485809
6,Arl5b,Q96KC2,P20340,35789482,RAB6A,0.122422695159912,0.039213769137859,0.563553571701049,0.543067574501037,0.4147384762763977
7,Arl5b,Q96KC2,P42166,35789482,TMPO,0.122422695159912,0.039213769137859,0.7278803586959831,0.7248176336288451,0.2532398104667663
8,Arl5b,Q96KC2,P61619,35789482,SEC61A1,0.122422695159912,0.039213769137859,0.201690882444381,0.194921255111694,0.2071247845888137
9,Arl5b,Q96KC2,P51571,35789482,SSR4,0.122422695159912,0.039213769137859,0.058695513755083,0.051652885973453,0.1753394305706024
10,Arl5b,Q96KC2,Q9UPY5,35789482,SLC7A11,0.122422695159912,0.039213769137859,0.067610874772071,0.048257686197757,0.348037838935852
11,Arl5b,Q96KC2,P51648,35789482,ALDH3A2,0.122422695159912,0.039213769137859,0.054093427956104,0.065572634339332,0.2066186368465423
12,Arl5b,Q96KC2,O60884,35789482,DNAJA2,0.122422695159912,0.039213769137859,0.18818025290966,0.698748648166656,0.2211755812168121
13,Arl5b,Q96KC2,Q9Y3E5,35789482,PTRH2,0.122422695159912,0.039213769137859,0.257574141025543,0.396012753248214,0.1784159690141677
14,Arl5b,Q96KC2,Q9UBB4,35789482,ATXN10,0.122422695159912,0.039213769137859,0.047861639410257,0.144622325897216,0.1366911679506302
15,Arl5b,Q96KC2,Q9Y266,35789482,NUDC,0.122422695159912,0.039213769137859,0.8782745599746701,0.8706012964248651,0.2260022610425949
16,Arl5b,Q96KC2,P61006,35789482,RAB8A,0.122422695159912,0.039213769137859,0.795659184455871,0.8960493803024291,0.2567055523395538
17,Arl5b,Q96KC2,Q9H8Y8,35789482,GORASP2,0.122422695159912,0.039213769137859,0.693106055259704,0.301701247692108,0.246450662612915
18,Arl5b,Q96KC2,P63027,35789482,VAMP2,0.122422695159912,0.039213769137859,0.095742352306842,0.125144720077514,0.2228071242570877
19,Arl5b,Q96KC2,Q9P1Q0,35789482,VPS54,0.122422695159912,0.039213769137859,0.055115353316068,0.051829326897859,0.2206191122531891
20,Arl5b,Q96KC2,P62136,35789482,PPP1CA,0.122422695159912,0.039213769137859,0.538054585456848,0.445921957492828,0.2082177847623825
21,Arl5b,Q96KC2,Q9Y265,35789482,RUVBL1,0.122422695159912,0.039213769137859,0.304822534322738,0.496859163045883,0.2246822416782379
22,Arl5b,Q96KC2,Q9H7B4,35789482,SMYD3,0.122422695159912,0.039213769137859,0.051211439073085,0.357492476701736,0.1955487579107284
